Datetime,open,high,low,close
2026-06-28,1.1385892197170577,1.1392379882995096,1.1382003637500224,1.1384595613376112
2026-06-29,1.1383299029581644,1.1434076730775058,1.1380707053705756,1.1398875910810942
2026-06-30,1.1397575751877336,1.1432769421563174,1.1383299029581644,1.1404076546545365
2026-07-01,1.1404076546545365,1.1410584491491673,1.1362597782252892,1.1382003637500224
2026-07-02,1.1382003637500224,1.1470812477142918,1.1382003637500224,1.1440620427112758
2026-07-03,1.1440620427112758,1.1461606493859595,1.1434076730775058,1.1436692540911872
2026-07-05,1.1436692540911872,1.1440620427112758,1.1427541376428683,1.143146211235129
2026-07-06,1.143146211235129,1.1447170082015687,1.140798059848532,1.1436692540911872
2026-07-07,1.1436692540911872,1.1441928928037688,1.1398875910810942,1.1413190767924115
2026-07-08,1.1413190767924115,1.1430154803139405,1.1391082107487585,1.142623645064289
2026-07-09,1.142623645064289,1.1460293226082479,1.1421014364073634,1.1449793042430783
2026-07-10,1.1448480966366712,1.1448480966366712,1.1411888225564417,1.141579704435656
2026-07-12,1.1393678850215656,1.1404076546545365,1.1385892197170577,1.1397575751877336
2026-07-13,1.1398875910810942,1.1445859197664665,1.1378117461255963,1.1393678850215656
2026-07-14,1.1393678850215656,1.1458979958305362,1.1384595613376112,1.1438002233549849
2026-07-15,1.1438002233549849,1.1480033952695845,1.140667924783867,1.1465549872330083
2026-07-16,1.1465549872330083,1.1476079848807939,1.143146211235129,1.143931073447478
2026-07-17,1.143931073447478,1.1452416002845875,1.1424930333144054,1.1441928928037688
2026-07-19,1.142623645064289,1.1441928928037688,1.1423624215645216,1.1441928928037688
2026-07-20,1.1441928928037688,1.1448480966366712,1.140277638761176,1.1411888225564417
2026-07-21,1.1411888225564417,1.1427541376428683,1.139497662572317,1.140667924783867
2026-07-22,1.140667924783867,1.1430154803139405,1.14001748780315,1.1428848685640567
2026-07-23,1.1427541376428683,1.1435385231699988,1.1363889599195174,1.1382003637500224
2026-07-24,1.1382003637500224,1.14001748780315,1.1365181416137455,1.1371645267701047
2026-07-26,1.138978433198007,1.1413190767924115,1.1388486556472557,1.140277638761176
2026-07-27,1.140277638761176,1.1417100778429305,1.1361307157023657,1.1374233668437794
2026-07-28,1.137293946806942,1.1404076546545365,1.1353564597361294,1.1396276784656776
2026-07-29,1.1396276784656776,1.1489269728805327,1.1375527868806168,1.1449793042430783
2026-07-30,1.1448480966366712,1.1535672651405462,1.1435385231699988,1.1513087305750376
2026-07-31,1.1513087305750376,1.1546331332892328,1.14576654988152,1.152370427728062
2026-08-02,1.1548999578403185,1.155433845285099,1.1526361797374056,1.1530350460940306
2026-08-03,1.1530350460940306,1.1538334938351087,1.1501166600147388,1.150778537440701
2026-08-04,1.150911055931459,1.1540999608722802,1.1503813394823408,1.1537003794878273
2026-08-05,1.1537003794878273,1.1559683285864024,1.1531680412700074,1.1548999578403185
2026-08-06,1.1547664859791233,1.155166782391404,1.1515740058991628,1.15223755172339
2026-08-07,1.15223755172339,1.1578426548657565,1.151839281223288,1.155834618382598
2026-08-09,1.155567317146294,1.155834618382598,1.1548999578403185,1.1548999578403185
2026-08-10,1.1548999578403185,1.1565031694016201,1.1538334938351087,1.1542331943908661
2026-08-11,1.1542331943908661,1.1547664859791233,1.1531680412700074,1.153434150793265
2026-08-12,1.1535672651405462,1.1561019196189022,1.1519720380566554,1.15223755172339
2026-08-13,1.15223755172339,1.1544997805993424,1.1511762120842797,1.1537003794878273
2026-08-14,1.1537003794878273,1.1585135893108713,1.1537003794878273,1.1569047766982516
2026-08-16,1.1574405708839064,1.1583794024218483,1.157306503166188,1.1583794024218483
2026-08-17,1.1582450963615207,1.1613398559716777,1.1570386060733608,1.157306503166188
2026-08-18,1.157306503166188,1.1587822014315265,1.156770828151838,1.158110909472498
2026-08-19,1.158110909472498,1.168261444516386,1.158110909472498,1.1678520910849526
2026-08-20,1.1679885422287637,1.170998451870018,1.1668977672774077,1.1693547220651392
2026-08-21,1.1692179134074143,1.171135618041657,1.1668977672774077,1.167442856824824
2026-08-23,1.1675793079686352,1.1686711554617328,1.167442856824824,1.1679885422287637
2026-08-24,1.1679885422287637,1.168261444516386,1.1655373076636546,1.1660812054980247
2026-08-25,1.1660812054980247,1.1686711554617328,1.1651298609730956,1.1663532735865143
2026-08-26,1.1664893672164114,1.1677156399411415,1.1641800656751269,1.1654014523763667
2026-08-27,1.1654014523763667,1.1659451118681274,1.1637733340123957,1.1645869165091627
2026-08-28,1.1647225334538414,1.1649940056858077,1.1578426548657565,1.1583794024218483
2026-08-30,1.1585135893108713,1.1594540892470784,1.1583794024218483,1.159185238783814
2026-08-31,1.159185238783814,1.1624201438482256,1.1583794024218483,1.1605309211557917
2026-09-01,1.1605309211557917,1.16093526939243,1.15757451943032,1.157976722583475
2026-09-02,1.157976722583475,1.1603962575815503,1.156770828151838,1.1595886336500152
2026-09-03,1.159723178052952,1.1640444487304482,1.1593196640154462,1.1622851227600703
2026-09-04,1.1622851227600703,1.1629610623999798,1.1587822014315265,1.1617448000648394
2026-09-06,1.1613398559716777,1.16201484224115,1.160800486646884,1.1610700521379762
2026-09-07,1.1610700521379762,1.1635024576369524,1.160800486646884,1.1624201438482256
2026-09-08,1.1625554032789904,1.1635024576369524,1.160800486646884,1.1629610623999798
2026-09-09,1.1629610623999798,1.1652655970890788,1.16201484224115,1.1637733340123957
2026-09-10,1.1637733340123957,1.1640444487304482,1.1593196640154462,1.1613398559716777
