Datetime,open,high,low,close
2026-08-30,160.10498489737068,160.2019856137813,159.72697659980273,159.79698435297115
2026-08-31,159.79698435297115,159.91597311914543,159.47097832715517,159.7999750939522
2026-09-01,159.80697892104556,160.39497996035374,159.79597726672245,160.2069752683772
2026-09-02,160.2069752683772,160.21797692270033,157.6169630610308,157.76897204905697
2026-09-03,157.76596604919337,157.87296133367835,155.28294912633194,156.36596357465007
2026-09-04,156.3589597475567,156.7529593540437,155.34294705254345,156.22195024108342
2026-09-06,156.2089496731454,156.25996011753122,155.79595275787577,156.0459542896787
2026-09-07,156.0489602895423,156.17495288280992,152.88193343832825,153.32294566197132
2026-09-08,153.32993423018212,154.42395033282332,153.22893568654177,153.44794642787278
2026-09-09,153.4409426007794,153.80193724429708,152.93092971021662,153.38393541554896
2026-09-10,153.38094467456793,154.67094586476264,153.29193961261686,154.3939513697176
2026-09-11,154.3939513697176,154.49295099974304,153.2349324273864,153.55494171235776
2026-09-13,153.67594465102945,154.14195092429978,153.36893593399608,154.0529458623487
2026-09-14,154.04894803511897,155.0009497178084,153.931942923677,154.64894255611642
2026-09-15,154.6539474695949,155.49095821333984,154.62194959287427,155.36995527466814
2026-09-16,155.36795636105327,156.4169587601533,154.81794993931032,156.1169538702133
2026-09-17,156.1149549565984,157.14695896053072,155.29195186704018,157.0419625896606
2026-09-18,157.04296967590932,158.05496928481026,156.49395508153256,156.85595681129894
2026-09-20,157.06095989844323,157.11096325658033,156.57096666179436,156.94496187325
2026-09-21,156.95095861409465,157.57097278900602,156.93995695977154,157.4909704677632
2026-09-22,157.48396664066982,157.77696770351648,156.81695510748494,157.6639604193043
2026-09-23,157.6639604193043,158.40197153302378,157.5069617766822,157.95596965478478
