Date,open,high,low,close,volume
2009-01-02,19.645816380372153,20.14139991720861,19.520071261747333,20.037845611572266,3589100
2009-01-05,20.06004005816733,20.06004005816733,19.71978791815329,19.94169044494629,3880700
2009-01-06,19.978671490989043,20.0304486437292,19.45350020429257,19.616230010986328,5726300
2009-01-07,19.283378269958355,19.60143959093905,19.283378269958355,19.438711166381836,3947300
2009-01-08,19.34255347360204,19.549663543701172,19.224205265208806,19.549663543701172,5521700
2009-01-09,19.557049537740518,19.601429738344585,19.231591441394688,19.34254264831543,3906400
2009-01-12,19.409118056980965,19.416514993896264,18.99489946547452,19.09105682373047,4811700
2009-01-13,19.09105630099821,19.36473731608472,19.039279154830297,19.253786087036133,5286200
2009-01-14,18.935714723974762,19.135427675825195,18.802572756074476,18.98009490966797,3907600
2009-01-15,19.02449268285475,19.17982559261194,18.59548006235779,19.11325454711914,7710700
2009-01-16,19.32775332906416,19.438705972932734,19.02448596701872,19.275976181030273,4456600
2009-01-20,19.23899871302334,19.460901246084717,18.79519223607869,18.809986114501953,8967000
2009-01-21,19.06146949356675,19.275975009646313,18.699028068533337,19.20940399169922,6294300
2009-01-22,19.098455341126638,19.394325788115818,18.935726947987984,19.290771484375,4778900
2009-01-23,19.14283555546962,19.364739448827688,18.94312388551541,19.290771484375,4563300
2009-01-26,19.357341123523074,19.460895419839822,19.083660097915487,19.18721580505371,6881000
2009-01-27,19.379523274814854,19.749361494480627,19.342538606355767,19.586631774902344,5819200
2009-01-28,19.80114741482811,20.023049880864455,19.68279924483253,19.889907836914062,8140600
2009-01-29,19.6310222167074,19.838130810053833,19.520069572190117,19.60883140563965,3911100
2009-01-30,19.653214109066326,19.68280186090852,19.31296342781108,19.401723861694336,5236200
2009-02-02,19.23160667465104,19.741984323739317,19.209415851361197,19.527477264404297,5822100
2009-02-03,19.638421547702112,20.185783706848714,19.557058046333093,20.03045082092285,6915500
2009-02-04,20.21537154475806,20.32632280815456,19.84553305955515,19.94169044494629,4998200
2009-02-05,19.74197793601793,20.15619662764774,19.74197793601793,20.11181640625,4569900
2009-02-06,20.111813459693273,20.37809615988879,20.008257743841288,20.2745418548584,4571800
2009-02-09,20.28194312755451,20.296737005955645,20.000866492042395,20.21537208557129,3548500
2009-02-10,20.09702460845682,20.13400789497829,19.497886619712972,19.542266845703125,6174100
2009-02-11,19.601442426164574,19.81594945443794,19.594045486139073,19.786361694335938,4152600
2009-02-12,19.571843522446418,20.015649795532227,19.44609984607371,20.015649795532227,6363500
2009-02-13,20.023047532776065,20.023047532776065,19.712383270263672,19.712383270263672,4067600
2009-02-17,19.557063984167954,19.645824450941742,19.268588940097686,19.37214469909668,5869300
2009-02-18,19.39432862266501,19.475693536536895,19.216806328525998,19.364742279052734,5876100
2009-02-19,19.594039085003253,19.601436022612265,19.320359447577815,19.327754974365234,3896800
2009-02-20,19.00228953122665,19.32774617288697,18.980098728504878,19.128034591674805,6713200
2009-02-23,19.076253346635497,19.283361817399452,18.65463665082178,18.750795364379883,8094100
2009-02-24,18.869158876504798,19.08366445511148,18.728619863114474,19.024490356445312,4738900
2009-02-25,18.94312178199289,18.95791424458355,18.55109260150128,18.639854431152344,7642000
2009-02-26,18.86176435321642,18.86176435321642,17.700471636416573,17.707868576049805,7675700
2009-02-27,17.39719835873936,17.626497767546248,16.96078894179694,16.997772216796875,9912200
2009-03-02,17.500753760834485,17.500753760834485,16.250699517682992,16.265493392944336,11638500
2009-03-03,16.41343103791523,16.627936608318418,16.110163617496475,16.228511810302734,7500900
2009-03-04,16.835038912899154,16.886816047099767,16.280281485056427,16.694499969482422,5910800
2009-03-05,16.605744010563015,16.783266265633983,16.05098643440819,16.25069808959961,6274200
2009-03-06,16.280288115608748,16.487398147583008,15.999210114299279,16.487398147583008,8982500
2009-03-09,16.28027890721598,16.509578212720182,16.050979601711774,16.184120178222656,7060200
2009-03-10,16.317276808014256,16.79806665195948,16.309879867544684,16.76848030090332,7928700
2009-03-11,16.95339076959873,17.03475566165705,16.443013429015313,16.4652042388916,10766500
2009-03-12,16.38383749926667,17.323227182442427,16.38383749926667,17.27145004272461,8992100
2009-03-13,17.41938205464236,17.959347004227233,17.36760492227063,17.8483943939209,11528600
2009-03-16,18.01113244176315,18.092495939798887,17.65608787536621,17.65608787536621,6934800
2009-03-17,17.61909763612604,17.966746565712977,17.52294029206617,17.92976188659668,4510800
2009-03-18,17.76702881598688,18.299595356539353,17.76702881598688,17.9593448638916,6840200
2009-03-19,18.17385647095821,18.17385647095821,17.360211810838766,17.52294158935547,9299700
2009-03-20,17.609283805370968,17.787906971478304,17.460430457162822,17.527414321899414,4831700
2009-03-23,17.84743929105441,18.23445667130546,17.66881621237778,18.16747283935547,5069900
2009-03-24,18.04838614474725,18.241894785101152,17.847434700583243,17.929304122924805,6040800
2009-03-25,17.92931497034067,18.2567914382638,17.72836340459894,18.048397064208984,4271700
2009-03-26,18.20468703383451,18.32377051622649,17.96652290819088,18.249343872070312,6769600
2009-03-27,18.167473064639328,18.323769147650786,18.05583381652832,18.05583381652832,4769800
2009-03-30,17.869769722786554,18.026064401909807,17.720916430656615,17.95163917541504,5020300
2009-03-31,18.189797378684617,18.36842041928098,18.011174338088257,18.01861572265625,8359200
2009-04-01,17.802784659593225,18.115375415923705,17.59439034884954,18.011178970336914,6837200
2009-04-02,18.383306392431262,18.383306392431262,18.018616080292635,18.085599899291992,10706500
2009-04-03,18.23445744270193,18.26422866685917,17.676259765884524,17.787899017333984,6395700
2009-04-06,17.639043845514585,18.07071657780598,17.639043845514585,17.959075927734375,4378400
2009-04-07,17.758136749267578,17.95908691933145,17.60184059525045,17.758136749267578,8460600
2009-04-08,17.884655330975523,17.98885178369559,17.75813045857107,17.877212524414062,3328800
2009-04-09,18.227011216594494,18.227011216594494,17.914420519447635,17.959075927734375,3903800
2009-04-13,17.93675308870474,18.189802826902255,17.93675308870474,18.10049057006836,4172700
2009-04-14,18.19724018282235,18.21956717566581,17.99628872981279,18.01861572265625,2812000
2009-04-15,18.01118253413302,18.197248463536997,17.862329222781685,18.122821807861328,3259800
