date,sym,oi,nc_long,nc_short,c_long,c_short
2012-06-19,GOLD,418492,184393,47989,150812,314503
2012-06-26,GOLD,413618,174589,51970,155729,299889
2012-07-03,GOLD,425068,187263,50048,154926,321563
2012-07-10,GOLD,429854,182156,55921,163399,316165
2012-07-17,GOLD,431317,180474,51515,162570,321389
2012-07-24,GOLD,420296,166085,53108,166448,302693
2012-07-31,GOLD,403403,171331,45267,155355,311367
2012-08-07,GOLD,388254,163082,47582,149011,295429
2012-08-14,GOLD,388187,161435,47131,147418,291358
2012-08-21,GOLD,398747,170780,40096,137903,309125
2012-08-28,GOLD,426559,194680,36189,139050,342674
2012-09-04,GOLD,444489,204945,34481,139746,359132
2012-09-11,GOLD,460531,214403,32387,143148,380239
2012-09-18,GOLD,478609,224988,33873,148802,398435
2012-09-25,GOLD,489516,233994,30098,144506,406861
2012-10-02,GOLD,480908,239434,31108,136250,405520
2012-10-09,GOLD,484359,247401,35452,131714,398702
2012-10-16,GOLD,462826,232988,38968,129500,376883
2012-10-23,GOLD,455836,222095,40052,132859,365524
2012-10-30,GOLD,454742,207532,37310,144346,367110
2012-11-06,GOLD,447154,196504,36331,144788,352530
2012-11-13,GOLD,459761,207847,36253,144488,369283
2012-11-20,GOLD,474129,217433,36618,145098,381162
2012-11-27,GOLD,479373,228431,28024,141117,399829
2012-12-04,GOLD,434416,202177,36441,135887,353483
2012-12-11,GOLD,433586,201955,38256,135772,350652
2012-12-18,GOLD,435742,202641,44860,137780,339914
2012-12-24,GOLD,426300,200436,50340,139479,327143
2012-12-31,GOLD,427991,198660,50141,143210,331869
2013-01-08,GOLD,441304,193869,51061,152103,330575
2013-01-15,GOLD,447773,192955,47839,156010,341123
2013-01-22,GOLD,461369,195795,43898,153048,348998
2013-01-29,GOLD,430718,181103,54155,159776,326873
2013-02-05,GOLD,423982,192806,55341,145291,319898
2013-02-12,GOLD,435088,193941,67106,154573,315226
2013-02-19,GOLD,447290,195870,92219,158900,290982
2013-02-26,GOLD,433858,201956,85357,151145,288765
2013-03-05,GOLD,434586,195248,87661,150453,284251
2013-03-12,GOLD,445651,201617,87110,149550,291671
2013-03-19,GOLD,440712,208895,73285,136677,299041
2013-03-26,GOLD,419727,200389,67943,139588,298061
2013-04-02,GOLD,417176,202634,82428,137205,279727
2013-04-09,GOLD,416513,203812,84453,135855,279657
2013-04-16,GOLD,413083,204677,75795,144522,286451
2013-04-23,GOLD,415074,197188,92933,156131,260519
2013-04-30,GOLD,421087,193310,96258,170211,265774
2013-05-07,GOLD,437931,189343,99920,186671,274390
2013-05-14,GOLD,443806,186921,103195,190502,274648
2013-05-21,GOLD,446087,189401,109142,192147,276269
2013-05-28,GOLD,411001,172565,115686,171995,231216
2013-06-04,GOLD,373061,170971,109771,147497,209149
2013-06-11,GOLD,373844,174015,115010,146470,204792
2013-06-18,GOLD,377106,166771,123079,155303,199418
2013-06-25,GOLD,390647,164901,130749,164958,200166
2013-07-02,GOLD,410399,158712,137961,186385,209161
2013-07-09,GOLD,431574,160214,143657,202617,221658
2013-07-16,GOLD,440283,156571,133109,222746,247353
2013-07-23,GOLD,434750,161197,127006,210233,244929
2013-07-30,GOLD,397035,154519,126153,188832,214606
2013-08-06,GOLD,396062,153812,102177,187636,241795
2013-08-13,GOLD,390547,148524,94598,184321,245195
2013-08-20,GOLD,385410,151348,90952,176610,244275
2013-08-27,GOLD,384102,150074,71785,175698,263336
2013-09-03,GOLD,388584,151951,73760,177861,270322
2013-09-10,GOLD,384164,141506,72782,184972,265196
2013-09-17,GOLD,384592,138956,80160,188729,254066
2013-09-24,GOLD,378216,140468,73329,183688,255215
2013-10-01,GOLD,374151,141541,68494,179659,257787
2013-10-08,GOLD,370406,140207,57890,176330,266746
2013-10-15,GOLD,381727,139663,77730,188890,253714
2013-10-22,GOLD,390369,147835,71170,183393,265541
2013-10-29,GOLD,387166,153409,53173,174866,281653
2013-11-05,GOLD,386796,149031,57895,178714,272614
2013-11-12,GOLD,403840,144062,82710,190317,256102
2013-11-19,GOLD,397590,140853,92733,190106,241621
2013-11-26,GOLD,394432,133414,106859,196011,224247
2013-12-03,GOLD,386436,134546,111855,190092,212391
2013-12-10,GOLD,377313,133866,107486,183319,212281
2013-12-17,GOLD,385432,133068,107164,191045,218144
2013-12-24,GOLD,384974,135390,108051,188511,215029
2013-12-31,GOLD,379550,137182,104959,182101,215122
2014-01-07,GOLD,383021,139244,100357,179334,221218
2014-01-14,GOLD,415426,145857,101844,199650,244905
2014-01-21,GOLD,410959,146018,99435,200101,246192
2014-01-28,GOLD,382739,150158,83817,176630,241609
2014-02-04,GOLD,368279,147754,82815,165354,231136
2014-02-11,GOLD,376973,156786,85585,162156,234810
2014-02-18,GOLD,390535,164478,79847,159449,251200
2014-02-25,GOLD,387503,169870,60406,155969,272632
2014-03-04,GOLD,393266,171404,56238,157838,278987
2014-03-11,GOLD,415340,170482,51592,163920,289287
2014-03-18,GOLD,420626,183324,46510,164293,310227
2014-03-25,GOLD,398264,169083,51766,159979,287600
2014-04-01,GOLD,363451,158152,58007,143575,257604
2014-04-08,GOLD,365400,149693,61094,151954,253697
2014-04-15,GOLD,369577,147432,68140,157917,245522
2014-04-22,GOLD,372593,146880,65047,162799,253325
2014-04-29,GOLD,378092,147769,62542,162815,259986
2014-05-06,GOLD,404700,160982,63026,167794,278265
2014-05-13,GOLD,397029,157176,65542,164941,267262
2014-05-20,GOLD,399371,157398,60907,164289,270299
2014-05-27,GOLD,397695,155615,82224,162078,240716
2014-06-03,GOLD,382141,157332,98181,159545,222989
2014-06-10,GOLD,378689,159567,98440,156553,219703
2014-06-17,GOLD,379843,162052,83757,157023,235348
2014-06-24,GOLD,392388,183433,62574,142864,274471
2014-07-01,GOLD,401813,201287,55262,135444,295899
2014-07-08,GOLD,410992,203464,53443,135998,302001
2014-07-15,GOLD,408368,199950,57492,138542,295448
2014-07-22,GOLD,405617,197835,51689,134809,295000
2014-07-29,GOLD,374467,188980,49827,126297,275229
2014-08-05,GOLD,360342,176386,54923,123492,255134
2014-08-12,GOLD,368114,191325,43644,113862,274549
2014-08-19,GOLD,366401,183846,45870,122377,270039
2014-08-26,GOLD,363608,172022,58853,127433,250981
2014-09-02,GOLD,371515,172522,75643,134701,238408
2014-09-09,GOLD,384341,177555,82414,141921,239876
2014-09-16,GOLD,386080,170749,98562,145480,221723
2014-09-23,GOLD,385788,170382,106498,148615,212934
2014-09-30,GOLD,379874,171075,106205,145396,206125
2014-10-07,GOLD,380087,174075,107628,143466,206873
2014-10-14,GOLD,397855,193580,108165,140637,219460
2014-10-21,GOLD,411057,207129,99145,139429,244327
2014-10-28,GOLD,414410,195885,95146,146345,245209
2014-11-04,GOLD,417377,176899,113674,161667,216974
2014-11-11,GOLD,443422,177268,121225,184326,234350
2014-11-18,GOLD,459657,187955,106533,193668,264665
2014-11-25,GOLD,388145,167394,91187,156334,224819
2014-12-02,GOLD,368121,170635,81305,135777,225185
2014-12-09,GOLD,375323,186861,71999,125091,241692
2014-12-16,GOLD,371743,182147,63739,132868,247959
2014-12-23,GOLD,375212,180980,70070,134796,240021
2014-12-30,GOLD,373982,182897,67060,125818,238952
2015-01-06,GOLD,394021,187705,65527,130427,253099
2015-01-13,GOLD,402108,192959,62733,129436,267112
2015-01-20,GOLD,430128,223257,60802,120946,298756
2015-01-27,GOLD,438279,238407,49482,117326,323486
2015-02-03,GOLD,419524,229006,43991,117174,320447
2015-02-10,GOLD,393232,199036,43762,120702,291293
2015-02-17,GOLD,389530,188121,56387,125433,269068
2015-02-24,GOLD,399307,184416,58245,133432,269126
2015-03-03,GOLD,405124,180561,64741,140080,263467
2015-03-10,GOLD,410918,171821,89929,154578,243920
2015-03-17,GOLD,429738,162268,109175,180464,236954
2015-03-24,GOLD,433767,168234,113953,178058,230983
2015-03-31,GOLD,387585,172818,92799,144197,225312
2015-04-07,GOLD,390571,183130,82373,133199,241488
2015-04-14,GOLD,395089,184741,86344,130960,234553
2015-04-21,GOLD,397379,184567,83322,126107,231113
2015-04-28,GOLD,403575,189929,88672,125733,232605
2015-05-05,GOLD,399988,173105,100665,138096,212258
2015-05-12,GOLD,405612,179257,101817,144829,222331
2015-05-19,GOLD,428597,202190,79569,140751,273085
2015-05-26,GOLD,411961,191951,87257,144540,254260
2015-06-02,GOLD,398724,194299,89889,138423,246573
2015-06-09,GOLD,406069,186813,111723,150277,228866
2015-06-16,GOLD,415718,191053,115330,153712,230349
2015-06-23,GOLD,430978,202944,107830,150444,251332
2015-06-30,GOLD,442301,194476,127321,163797,238566
2015-07-07,GOLD,452145,193776,143328,172552,225141
2015-07-14,GOLD,462664,191014,143190,183945,232414
2015-07-21,GOLD,459760,187720,159441,189676,211260
2015-07-28,GOLD,438282,182977,158512,176720,191986
2015-08-04,GOLD,434273,184792,154892,170826,185646
2015-08-11,GOLD,435489,187778,155336,166020,190478
2015-08-18,GOLD,432728,185712,144053,166062,196010
2015-08-25,GOLD,432154,189893,119160,156659,219295
2015-09-01,GOLD,410274,182753,110068,146865,215953
2015-09-08,GOLD,421732,183615,124322,155620,211599
2015-09-15,GOLD,413333,174225,134678,154988,187967
2015-09-22,GOLD,419304,182080,120955,149092,206320
2015-09-29,GOLD,415700,182792,106147,149535,222678
2015-10-06,GOLD,430228,191000,104181,148424,236893
2015-10-13,GOLD,435928,203299,86140,144242,262736
2015-10-20,GOLD,467792,233227,81926,134966,298266
2015-10-27,GOLD,466780,225985,68551,138770,304618
2015-11-03,GOLD,443900,194784,78442,146369,271357
2015-11-10,GOLD,436426,174561,106172,155946,227840
2015-11-17,GOLD,435376,173395,138996,170494,198967
2015-11-24,GOLD,397705,159440,143138,155709,167692
2015-12-01,GOLD,390940,158792,149042,155554,158465
2015-12-08,GOLD,394128,162764,143141,149617,163614
2015-12-15,GOLD,390944,155934,142278,151012,159278
2015-12-22,GOLD,405294,154276,127849,151272,173523
2015-12-29,GOLD,401880,150229,131127,147179,162514
2016-01-05,GOLD,413688,153532,126972,147674,166949
2016-01-12,GOLD,397565,158655,113937,142221,185806
2016-01-19,GOLD,408835,158320,114626,140723,180866
2016-01-26,GOLD,385350,170471,111431,115343,175176
2016-02-02,GOLD,379185,176968,104146,116469,193824
2016-02-09,GOLD,410833,201754,103326,121357,226280
2016-02-16,GOLD,428912,209101,91741,127800,259784
2016-02-23,GOLD,445290,227381,82403,120854,284003
2016-03-01,GOLD,450555,223186,70773,115571,287002
2016-03-08,GOLD,499110,252895,78085,116493,311865
2016-03-15,GOLD,493086,247659,78147,118610,304141
2016-03-22,GOLD,510579,258646,79815,127081,327075
2016-03-29,GOLD,480461,262082,72276,123227,331191
2016-04-05,GOLD,474094,263781,73381,118103,325348
2016-04-12,GOLD,504523,286341,72534,122181,353968
2016-04-19,GOLD,503331,291143,74306,117743,357864
2016-04-26,GOLD,497884,288173,67316,116445,356553
2016-05-03,GOLD,565774,338476,66828,116644,411545
2016-05-10,GOLD,579777,337251,72353,123211,408207
2016-05-17,GOLD,595077,340748,74460,122477,412720
2016-05-24,GOLD,542958,291266,84634,146205,371418
2016-05-31,GOLD,494321,274589,77454,133624,347662
2016-06-07,GOLD,496330,295688,67069,112940,356632
2016-06-14,GOLD,545357,347557,67695,113281,411358
2016-06-21,GOLD,571517,358825,66096,119782,431919
2016-06-28,GOLD,613792,373128,71208,127169,453490
2016-07-05,GOLD,652971,389590,73627,123735,463942
2016-07-12,GOLD,633020,378081,80618,123258,448710
2016-07-19,GOLD,617069,366871,80960,119433,434910
2016-07-26,GOLD,576325,347426,68471,117420,426443
2016-08-02,GOLD,582211,365801,71618,113911,437938
2016-08-09,GOLD,575399,356471,70024,116251,429192
2016-08-16,GOLD,572496,351535,67684,116128,427121
2016-08-23,GOLD,572973,359785,65176,108571,426046
2016-08-30,GOLD,558398,340586,64245,109854,411067
2016-09-06,GOLD,590656,370375,62515,110470,440443
2016-09-13,GOLD,575002,351776,66363,116841,428212
2016-09-20,GOLD,558791,326326,70147,120314,410929
2016-09-27,GOLD,583161,358972,67068,123156,437750
2016-10-04,GOLD,544824,324136,78628,111864,383106
2016-10-11,GOLD,500328,283386,88167,112362,333561
2016-10-18,GOLD,497061,274345,94727,115441,318112
2016-10-25,GOLD,507617,285376,88396,114700,332299
2016-11-01,GOLD,521506,288308,73177,115398,354649
2016-11-08,GOLD,528203,289860,72622,114915,360501
2016-11-15,GOLD,479237,245750,68090,115191,315157
2016-11-22,GOLD,461062,241646,74561,97975,290147
2016-11-29,GOLD,405661,229731,78161,92628,260451
2016-12-06,GOLD,393524,227675,91295,86237,241181
2016-12-13,GOLD,397034,229755,100444,86143,236029
2016-12-20,GOLD,398661,219067,104233,87960,221982
2016-12-27,GOLD,401513,206538,108195,89975,210942
2017-01-03,GOLD,424673,208855,112305,97410,215022
2017-01-10,GOLD,444001,214000,104518,96763,222579
2017-01-17,GOLD,467937,218144,111103,101399,224510
2017-01-24,GOLD,482374,209854,100447,109000,235374
2017-01-31,GOLD,398433,212414,93259,101784,233587
2017-02-07,GOLD,415543,216408,99259,106024,240170
2017-02-14,GOLD,415128,212259,102507,105674,233462
2017-02-21,GOLD,427168,219673,95910,103861,243425
2017-02-28,GOLD,446081,247494,83696,100180,280087
2017-03-07,GOLD,434401,229969,96284,99484,252132
2017-03-14,GOLD,426170,210315,104277,102535,225822
2017-03-21,GOLD,446880,219719,103467,101282,230279
2017-03-28,GOLD,449418,227839,90019,104760,256874
2017-04-04,GOLD,427808,239061,83625,96115,267131
2017-04-11,GOLD,456131,253004,80338,98119,285483
2017-04-18,GOLD,472263,279311,83543,97769,308833
2017-04-25,GOLD,475985,287468,86791,100335,314915
2017-05-02,GOLD,461905,276032,86398,99054,303040
2017-05-09,GOLD,433033,236115,86109,104960,269382
2017-05-16,GOLD,435021,221532,94808,113719,256578
2017-05-23,GOLD,462572,241752,81985,112114,286405
2017-05-30,GOLD,434246,250542,83452,103751,286970
2017-06-06,GOLD,494041,312240,107775,108298,324652
2017-06-13,GOLD,471134,297178,106904,105193,308804
2017-06-20,GOLD,445841,252620,101945,110287,275303
2017-06-27,GOLD,453144,236586,104914,117497,267360
2017-07-03,GOLD,457201,221681,127882,131190,238416
2017-07-11,GOLD,475669,217637,157377,147818,221734
2017-07-18,GOLD,484204,217232,157094,153064,226699
2017-07-25,GOLD,463827,220299,129468,148926,252269
2017-08-01,GOLD,448709,239766,110094,126891,270276
2017-08-08,GOLD,448727,246377,97540,125168,284679
2017-08-15,GOLD,477921,277730,89996,122138,318769
2017-08-22,GOLD,500443,295711,87273,125036,344954
2017-08-29,GOLD,538875,318883,87836,119030,367059
2017-09-05,GOLD,566817,336073,90775,125145,386952
2017-09-12,GOLD,580606,351492,96732,123298,395396
2017-09-19,GOLD,570096,330646,94557,129222,382263
2017-09-26,GOLD,549637,303255,90661,134501,367972
2017-10-03,GOLD,525127,287296,83441,126749,351172
2017-10-10,GOLD,520005,279227,79115,124178,347175
2017-10-17,GOLD,528800,284617,83893,126678,348302
2017-10-24,GOLD,526674,275521,84136,125468,336121
2017-10-31,GOLD,531918,268710,75615,128371,339019
2017-11-07,GOLD,536843,272571,76781,123149,338436
2017-11-14,GOLD,533054,271496,76412,122703,338494
2017-11-21,GOLD,531612,272934,71107,124856,349912
2017-11-28,GOLD,503810,287384,62967,116831,363372
2017-12-05,GOLD,472795,251234,77905,132509,322399
2017-12-12,GOLD,446618,201912,94844,155730,275193
2017-12-19,GOLD,453595,197473,83678,156226,284443
2017-12-26,GOLD,456470,202590,66642,155469,304938
2018-01-02,GOLD,500731,241428,78160,155104,332704
2018-01-09,GOLD,555455,289161,85873,150099,370370
2018-01-16,GOLD,582333,301863,90152,158202,390709
2018-01-23,GOLD,582421,305812,91128,161458,396010
2018-01-30,GOLD,559332,298327,91065,154690,379766
2018-02-06,GOLD,535321,273828,82951,158650,364101
2018-02-13,GOLD,511745,251860,76254,150847,345383
2018-02-20,GOLD,528154,257205,66283,154913,369791
2018-02-27,GOLD,532860,251981,73263,161527,361323
2018-03-06,GOLD,508100,245587,61764,153421,358324
2018-03-13,GOLD,526762,234431,66483,161604,350414
2018-03-20,GOLD,545499,223882,75151,173307,340577
2018-03-27,GOLD,529690,259032,55678,157443,383803
2018-04-03,GOLD,493141,234677,68088,162608,351473
2018-04-10,GOLD,499588,234457,79085,166796,342448
2018-04-17,GOLD,510229,237288,74219,173535,358797
2018-04-24,GOLD,506410,225804,89158,175715,337515
2018-05-01,GOLD,507756,209577,102798,179735,311607
2018-05-08,GOLD,491398,198548,91108,181586,316570
2018-05-15,GOLD,519958,201468,109025,195925,314014
2018-05-22,GOLD,502942,189677,98720,203101,318676
2018-05-29,GOLD,469382,193652,78522,171361,308050
2018-06-05,GOLD,450641,185321,73905,164024,298371
2018-06-12,GOLD,448695,192752,72512,159416,300003
2018-06-19,GOLD,468345,202915,106403,161475,275599
2018-06-26,GOLD,468573,195118,118446,171601,266564
2018-07-03,GOLD,494164,210483,132156,172917,266067
2018-07-10,GOLD,503593,214310,132876,165561,265955
2018-07-17,GOLD,528278,218427,160586,181266,254901
2018-07-24,GOLD,496620,220620,172023,162640,228308
2018-07-31,GOLD,452655,209255,173918,145254,193172
2018-08-07,GOLD,459474,208292,195604,154203,179812
2018-08-14,GOLD,476739,211779,215467,164195,171545
2018-08-21,GOLD,483730,213500,222210,166529,168214
2018-08-28,GOLD,479283,207370,210433,165581,173843
2018-09-04,GOLD,473118,199762,213259,168732,162207
2018-09-11,GOLD,469450,198367,205957,169192,169179
2018-09-18,GOLD,469436,197797,208641,171293,169602
2018-09-25,GOLD,460279,192940,210588,167904,160824
2018-10-02,GOLD,459776,192490,214312,169371,160496
2018-10-09,GOLD,465253,179746,217921,174309,148443
2018-10-16,GOLD,474418,189200,171533,166143,198139
2018-10-23,GOLD,477832,192578,163190,163414,209934
2018-10-30,GOLD,474941,168754,155560,165857,197062
2018-11-06,GOLD,494911,169141,150115,173897,212033
2018-11-13,GOLD,539520,168416,177663,201354,203177
2018-11-20,GOLD,525940,165506,156610,201259,224399
2018-11-27,GOLD,442801,156779,154908,172358,188458
2018-12-04,GOLD,399919,173019,124018,135067,193316
2018-12-11,GOLD,402250,169600,109101,134285,211653
2018-12-18,GOLD,412485,182168,106208,132148,224823
2018-12-24,GOLD,442727,208622,97637,130090,258309
2018-12-31,GOLD,451360,210141,86369,130285,274899
2019-01-08,GOLD,455232,199560,100344,137605,258792
2019-01-15,GOLD,501605,201796,113883,179059,287172
2019-01-22,GOLD,513509,186510,112006,197278,289355
2019-01-29,GOLD,483390,212318,112725,163922,282531
2019-02-05,GOLD,479736,218200,109105,157588,288830
2019-02-12,GOLD,476083,214170,109296,159676,285787
2019-02-19,GOLD,504639,254086,108439,146161,312638
2019-02-26,GOLD,501268,236835,101139,146042,305887
2019-03-05,GOLD,471311,202628,114610,155732,269729
2019-03-12,GOLD,530030,205250,126431,192029,300503
2019-03-19,GOLD,514163,204325,115929,186704,302363
2019-03-26,GOLD,509575,214897,94959,161201,312635
2019-04-02,GOLD,440170,193784,99228,139514,257744
2019-04-09,GOLD,447539,199507,94143,132478,265287
2019-04-16,GOLD,440581,183213,126940,145702,224132
2019-04-23,GOLD,440048,176691,139296,154403,211799
2019-04-30,GOLD,430011,177275,111056,147288,235600
2019-05-07,GOLD,450039,185801,110390,142078,238437
2019-05-14,GOLD,517995,226361,101825,159444,296627
2019-05-21,GOLD,508643,203628,114823,167827,275765
2019-05-28,GOLD,505126,194463,107775,191290,301244
2019-06-04,GOLD,481495,240477,84362,132517,305093
2019-06-11,GOLD,496663,250114,65876,137719,339746
2019-06-18,GOLD,525636,274633,70310,141993,365848
2019-06-25,GOLD,577605,298108,61554,160228,420378
2019-07-02,GOLD,605949,312702,53756,160282,447104
2019-07-09,GOLD,598977,306105,61342,163955,442371
2019-07-16,GOLD,601900,309535,64034,175785,453193
2019-07-23,GOLD,616859,311881,60631,175785,463624
2019-07-30,GOLD,563298,312214,57826,141164,429131
2019-08-06,GOLD,600317,350558,58013,137010,461335
2019-08-13,GOLD,593962,346223,56133,136823,460550
2019-08-20,GOLD,594807,352294,52301,133408,469658
2019-08-27,GOLD,636183,362609,65771,148866,482672
2019-09-03,GOLD,634358,365385,64838,147717,485458
2019-09-10,GOLD,614753,334114,64389,156061,461672
2019-09-17,GOLD,630990,341511,58912,163008,481407
2019-09-24,GOLD,658944,370393,57949,163585,508730
2019-10-01,GOLD,604885,322800,53807,163050,466738
2019-10-08,GOLD,616957,334383,58820,167755,478697
2019-10-15,GOLD,607387,319370,66343,167700,455975
2019-10-22,GOLD,625528,322917,63785,171329,466686
2019-10-29,GOLD,643442,335423,58908,176997,478213
2019-11-05,GOLD,690181,344591,64763,181688,498826
2019-11-12,GOLD,708463,323189,56123,210067,511535
2019-11-19,GOLD,719211,337296,51437,206626,525721
2019-11-26,GOLD,669268,325286,53652,191548,497015
2019-12-03,GOLD,701016,346525,55820,203920,526707
2019-12-10,GOLD,690003,329169,58249,203374,505657
2019-12-17,GOLD,716987,344493,58218,202432,521051
2019-12-24,GOLD,748737,364310,58658,203204,543600
2019-12-31,GOLD,786166,381620,53695,202925,569416
2020-01-07,GOLD,785857,383480,61189,202452,558533
2020-01-14,GOLD,796883,376809,57574,221358,571177
2020-01-21,GOLD,793829,374793,57098,212445,564348
2020-01-28,GOLD,715539,376401,46309,192300,553114
2020-02-04,GOLD,654572,355909,56103,176786,508473
2020-02-11,GOLD,658024,356535,48561,181629,519420
2020-02-18,GOLD,715317,408349,54700,175519,561131
2020-02-25,GOLD,732917,389339,53474,176619,552240
2020-03-03,GOLD,691985,366173,46440,178134,529145
2020-03-10,GOLD,633470,336290,36759,182948,511252
2020-03-17,GOLD,573925,317405,35489,154761,456470
2020-03-24,GOLD,547334,317928,29562,135711,447534
2020-03-31,GOLD,495652,287529,28680,128083,412042
2020-04-07,GOLD,480050,279880,30938,118885,394496
2020-04-14,GOLD,489965,286617,34116,116839,397247
2020-04-21,GOLD,493158,282263,32692,116808,396881
2020-04-28,GOLD,500816,287382,24653,114902,408531
2020-05-05,GOLD,490343,275571,25567,120045,401681
2020-05-12,GOLD,496739,277771,34943,126023,404556
2020-05-19,GOLD,528205,295394,43606,133715,423889
2020-05-26,GOLD,519374,288148,50234,131977,406299
2020-06-02,GOLD,475745,272196,53162,108654,365277
2020-06-09,GOLD,475661,263972,55359,110115,353572
2020-06-16,GOLD,489563,277395,53047,110922,368942
2020-06-23,GOLD,532101,308459,56502,114410,401702
2020-06-30,GOLD,561628,328942,62272,116697,418160
2020-07-07,GOLD,572776,337030,69672,118424,421016
2020-07-14,GOLD,580175,330205,67777,125909,427927
2020-07-21,GOLD,603138,334237,67801,129690,433549
2020-07-28,GOLD,598629,312588,75787,139803,418180
2020-08-04,GOLD,561837,321847,83101,119109,395454
2020-08-11,GOLD,553345,306867,82814,123125,391456
2020-08-18,GOLD,544010,302369,78851,123511,391282
2020-08-25,GOLD,549282,301559,80521,128266,394711
2020-09-01,GOLD,547704,306118,75322,121254,398660
2020-09-08,GOLD,557457,313173,76700,122050,403090
2020-09-15,GOLD,578925,324512,83535,126290,411476
2020-09-22,GOLD,575877,309015,89955,137900,404308
2020-09-29,GOLD,562396,316106,72447,133657,419835
2020-10-06,GOLD,555555,320922,72335,124401,412869
2020-10-13,GOLD,553197,326986,86315,116429,401084
2020-10-20,GOLD,562993,340206,90602,116918,411042
2020-10-27,GOLD,560900,326063,77429,114210,410672
2020-11-03,GOLD,544774,321798,78889,108679,398017
2020-11-10,GOLD,547449,318516,78780,111142,394565
2020-11-17,GOLD,557533,329698,78428,106681,401253
2020-11-24,GOLD,555253,320324,76422,108625,393454
2020-12-01,GOLD,538042,324344,64030,110108,403371
2020-12-08,GOLD,549520,338271,69051,104016,404739
2020-12-15,GOLD,550366,340610,69026,101736,408078
2020-12-21,GOLD,560769,349870,71674,99303,414402
2020-12-29,GOLD,556414,341812,72940,101283,408537
2021-01-05,GOLD,568888,349946,70628,97405,418328
2021-01-12,GOLD,555538,313217,66990,105980,396281
2021-01-19,GOLD,541330,307507,60869,99444,386911
2021-01-26,GOLD,534574,313532,55986,94890,393838
2021-02-02,GOLD,520011,314352,57226,90132,388089
2021-02-09,GOLD,506741,309326,57919,87800,379995
2021-02-16,GOLD,503016,303583,68614,91152,366230
2021-02-23,GOLD,481125,284081,68348,92086,343815
2021-03-02,GOLD,467008,265533,75895,94844,317047
2021-03-09,GOLD,473871,254839,79676,104656,312536
2021-03-16,GOLD,476467,256237,76041,115396,324871
2021-03-23,GOLD,485457,262774,88707,116781,318584
2021-03-30,GOLD,467321,263453,95925,112072,305798
2021-04-06,GOLD,463353,275703,86194,98196,312995
2021-04-13,GOLD,460733,269513,88639,100227,309015
2021-04-20,GOLD,471738,275985,94487,100905,314098
2021-04-27,GOLD,473305,270717,100098,103732,310909
2021-05-04,GOLD,470341,270194,99453,103961,305884
2021-05-11,GOLD,498693,282161,89906,111751,338835
2021-05-18,GOLD,520410,290267,91378,121839,354740
2021-05-25,GOLD,510164,288266,73624,111024,361893
2021-06-01,GOLD,489198,288826,75125,102986,351161
2021-06-08,GOLD,491858,288781,79394,103496,348302
2021-06-15,GOLD,480127,273947,81911,106323,337549
2021-06-22,GOLD,453940,253153,86939,105830,308212
2021-06-29,GOLD,453360,254206,91980,107398,302518
2021-07-06,GOLD,465811,270545,87724,107675,322401
2021-07-13,GOLD,495798,275543,84707,112439,333467
2021-07-20,GOLD,490520,277312,81340,123541,352089
2021-07-27,GOLD,500187,273688,74300,116498,345312
2021-08-03,GOLD,485663,273143,76808,121349,352633
2021-08-10,GOLD,477232,277260,108854,124720,320361
2021-08-17,GOLD,485485,284437,92895,123301,337301
2021-08-24,GOLD,504735,299084,88431,123101,357779
2021-08-31,GOLD,507113,311004,94454,119896,360408
2021-09-07,GOLD,506772,306017,99978,119906,355714
2021-09-14,GOLD,506356,306988,99228,119152,353403
2021-09-21,GOLD,492765,296670,109023,119307,331951
2021-09-28,GOLD,490858,293814,125415,124073,314224
2021-10-05,GOLD,483789,295939,113357,114229,317931
2021-10-12,GOLD,484382,298503,112964,110697,318311
2021-10-19,GOLD,485974,299882,106533,107128,326318
2021-10-26,GOLD,509794,313646,99086,103423,343077
2021-11-02,GOLD,507616,311091,95962,100692,340569
2021-11-09,GOLD,571025,341111,90930,105197,380686
2021-11-16,GOLD,612612,360529,100749,125758,413297
2021-11-23,GOLD,559823,326409,91998,121027,388861
2021-11-30,GOLD,531868,310253,84393,119562,378165
2021-12-07,GOLD,499307,300518,83333,103942,349565
2021-12-14,GOLD,503709,298142,95741,107421,338832
2021-12-21,GOLD,500846,296628,90817,104997,341026
2021-12-28,GOLD,508912,303879,90723,103172,348836
2022-01-04,GOLD,502717,296583,85228,104258,341716
2022-01-11,GOLD,546516,290102,90365,116292,341365
2022-01-18,GOLD,539204,290528,96321,132764,353832
2022-01-25,GOLD,572078,313415,93264,130208,379954
2022-02-01,GOLD,515331,275994,103852,127633,328975
2022-02-08,GOLD,512842,279559,92853,126328,337762
2022-02-15,GOLD,558645,313269,99656,126837,365712
2022-02-22,GOLD,611488,350096,106948,129682,399404
2022-03-01,GOLD,615600,354177,96555,127231,413040
2022-03-08,GOLD,638502,364618,90230,139397,446343
2022-03-15,GOLD,617605,346731,84943,151045,448486
2022-03-22,GOLD,605191,328660,80628,155039,436634
2022-03-29,GOLD,574521,327632,70036,133050,418987
2022-04-05,GOLD,560666,324570,79029,124506,403264
2022-04-12,GOLD,577639,338164,83877,125627,413720
2022-04-19,GOLD,575202,330745,90988,129157,404682
2022-04-26,GOLD,557785,310511,92487,127546,376840
2022-05-03,GOLD,560441,293439,94271,130795,362647
2022-05-10,GOLD,571447,288947,95632,132251,360007
