date,sym,oi,nc_long,nc_short,c_long,c_short
2022-05-17,GOLD,555756,283011,107651,137687,344566
2022-05-24,GOLD,530098,282202,98389,130364,342311
2022-05-31,GOLD,513722,269459,96870,135360,335416
2022-06-07,GOLD,494130,270356,95088,116965,316851
2022-06-14,GOLD,497456,266596,111998,121926,300495
2022-06-21,GOLD,500276,268119,104832,120045,306974
2022-06-28,GOLD,497005,268712,111019,117038,299045
2022-07-05,GOLD,498210,267806,122146,118289,283874
2022-07-12,GOLD,542493,251126,133005,131170,268958
2022-07-19,GOLD,524786,241004,146049,152103,264365
2022-07-26,GOLD,487515,241661,148971,142007,250429
2022-08-02,GOLD,459649,242128,117802,127700,263265
2022-08-09,GOLD,453540,242906,100055,121980,276534
2022-08-16,GOLD,453960,238196,97032,122566,276275
2022-08-23,GOLD,457762,237427,111580,126193,264265
2022-08-30,GOLD,459165,235314,117580,126535,256214
2022-09-06,GOLD,465908,231527,127670,129683,243747
2022-09-13,GOLD,463674,225932,128588,126950,237888
2022-09-20,GOLD,469395,214557,148835,141862,217290
2022-09-27,GOLD,457061,207154,155073,139361,201499
2022-10-04,GOLD,437065,215964,127579,116451,212999
2022-10-11,GOLD,431395,212561,118141,112867,216595
2022-10-18,GOLD,434701,210890,133934,115073,205103
2022-10-25,GOLD,456072,212853,144821,123085,203298
2022-11-01,GOLD,467276,216341,151718,125689,200471
2022-11-08,GOLD,488471,223135,140797,126187,217331
2022-11-15,GOLD,495171,227282,101013,135035,269343
2022-11-22,GOLD,449542,214284,98171,133754,263818
2022-11-29,GOLD,433661,209161,99158,134184,253417
2022-12-06,GOLD,422100,211472,96347,117578,247657
2022-12-13,GOLD,437040,224409,98760,119908,258437
2022-12-20,GOLD,436653,226136,97288,116465,258979
2022-12-27,GOLD,440040,229525,92645,116744,270520
2023-01-03,GOLD,449393,230801,89135,113520,273494
2023-01-10,GOLD,481519,243566,93031,111718,284196
2023-01-17,GOLD,491818,246874,93634,122814,298727
2023-01-24,GOLD,499927,253311,95638,127419,307973
2023-01-31,GOLD,471642,256417,96136,120147,300667
2023-02-07,GOLD,439755,223298,94483,118802,271768
2023-02-14,GOLD,426116,210374,104845,120812,249884
2023-02-21,GOLD,422648,210185,103084,119040,248395
2023-02-28,GOLD,426890,208419,99826,123391,250878
2023-03-07,GOLD,458474,215574,117100,125394,244314
2023-03-14,GOLD,459064,230823,90492,122457,277897
2023-03-21,GOLD,469874,237891,79286,121678,305246
2023-03-28,GOLD,478611,245135,63505,131786,333294
2023-04-04,GOLD,476592,266164,70948,116869,335119
2023-04-11,GOLD,476567,260165,67420,119710,336258
2023-04-18,GOLD,482254,260061,70168,123496,339921
2023-04-25,GOLD,473209,253186,67922,124518,336446
2023-05-02,GOLD,493804,262413,66846,127451,345035
2023-05-09,GOLD,518951,266472,70658,130985,353500
2023-05-16,GOLD,521832,255250,75436,138322,349879
2023-05-23,GOLD,479080,236149,75417,142984,330007
2023-05-30,GOLD,449515,237306,67990,133329,323334
2023-06-06,GOLD,436301,237467,61826,116363,314550
2023-06-13,GOLD,432898,227317,67108,120461,306523
2023-06-20,GOLD,438037,229308,66333,121419,307956
2023-06-27,GOLD,431861,220881,68971,119054,294389
2023-07-03,GOLD,448063,235081,71984,114905,299622
2023-07-11,GOLD,483170,240546,74792,114790,302539
2023-07-18,GOLD,482104,263740,70392,115498,329213
2023-07-25,GOLD,476176,248229,74590,125491,323701
2023-08-01,GOLD,439383,238985,74061,117610,304455
2023-08-08,GOLD,427759,228846,85861,113890,281444
2023-08-15,GOLD,433611,233078,111942,116062,257992
2023-08-22,GOLD,430239,226340,124394,117646,238682
2023-08-29,GOLD,442806,236054,112782,118132,258726
2023-09-05,GOLD,438672,235802,97796,111456,269695
2023-09-12,GOLD,441221,235704,111840,113062,257872
2023-09-19,GOLD,438078,237716,102553,110014,262946
2023-09-26,GOLD,435620,235560,119745,110844,245680
2023-10-03,GOLD,431226,228406,137180,110666,222648
2023-10-10,GOLD,436499,220332,148899,121341,211769
2023-10-17,GOLD,439581,231412,118674,110062,238061
2023-10-24,GOLD,463476,251469,102084,106180,272053
2023-10-31,GOLD,475808,261053,97628,105971,288678
2023-11-07,GOLD,484347,261653,95437,110651,296742
2023-11-14,GOLD,486634,254352,98976,110728,287747
2023-11-21,GOLD,508429,269701,97996,115937,306172
2023-11-28,GOLD,505658,289845,89761,115596,334188
2023-12-05,GOLD,487469,288840,85296,103193,330138
2023-12-12,GOLD,469939,273536,85303,105710,318518
2023-12-19,GOLD,481203,280972,79633,105559,332617
2023-12-26,GOLD,491343,289843,82125,105951,338296
2024-01-02,GOLD,500364,290706,83057,108804,344282
2024-01-09,GOLD,489849,271665,83051,106489,324190
2024-01-16,GOLD,489334,262360,82467,109287,316707
2024-01-23,GOLD,465872,241100,71626,113094,305187
2024-01-30,GOLD,430328,219222,71431,117525,288043
2024-02-06,GOLD,419121,228623,66885,104344,284585
2024-02-13,GOLD,420812,217505,86337,109529,262509
2024-02-20,GOLD,407063,211034,70772,106419,265830
2024-02-27,GOLD,411195,214948,73312,108432,266784
2024-03-05,GOLD,471616,264148,72855,104023,310815
2024-03-12,GOLD,516057,283062,81460,129432,347705
2024-03-19,GOLD,535047,278732,77130,138102,355632
2024-03-26,GOLD,503642,265647,66353,141774,360114
2024-04-02,GOLD,500045,281399,74149,127114,352828
2024-04-09,GOLD,505214,279799,77380,128094,352676
2024-04-16,GOLD,517193,278777,76854,132684,355442
2024-04-23,GOLD,516249,279535,76644,129083,355955
2024-04-30,GOLD,519791,278850,74640,126925,354423
2024-05-07,GOLD,529835,272144,72577,124899,352165
2024-05-14,GOLD,522952,277642,73146,133583,365693
2024-05-21,GOLD,530591,300729,70923,118514,377177
2024-05-28,GOLD,485430,286737,50152,109181,370131
2024-06-04,GOLD,447488,284566,47264,83418,349349
2024-06-11,GOLD,436857,276769,42843,82174,342685
2024-06-18,GOLD,444345,287147,44063,83440,351170
2024-06-25,GOLD,452190,284885,38656,86551,358039
2024-07-02,GOLD,454730,280117,38574,86905,351704
2024-07-09,GOLD,516324,303043,48268,92907,373536
2024-07-16,GOLD,579862,349827,64803,110041,419345
2024-07-23,GOLD,572306,341600,68526,102237,403162
2024-07-30,GOLD,510914,313364,66763,99015,371872
2024-08-06,GOLD,480645,298119,59370,88442,357476
2024-08-13,GOLD,505872,328769,61505,88313,380815
2024-08-20,GOLD,532867,355551,64298,86232,402738
2024-08-27,GOLD,521759,343330,48885,85102,407421
2024-09-03,GOLD,511136,339157,51599,80416,392303
2024-09-10,GOLD,511501,340006,57505,78232,385131
2024-09-17,GOLD,537627,369734,59668,74647,409774
2024-09-24,GOLD,564640,387572,72182,76713,416419
2024-10-01,GOLD,533107,370051,70120,67099,394623
2024-10-08,GOLD,520316,348891,70711,68957,372933
2024-10-15,GOLD,541232,357494,71060,70028,382686
2024-10-22,GOLD,573760,371813,75609,66245,390946
2024-10-29,GOLD,579468,366636,87983,68935,372606
2024-11-05,GOLD,558034,336816,81487,73287,356346
2024-11-12,GOLD,535981,316225,79774,75347,340929
2024-11-19,GOLD,502952,309354,74987,73459,335781
2024-11-26,GOLD,472660,303401,53063,72377,344897
2024-12-03,GOLD,462040,307611,47875,63251,349526
2024-12-10,GOLD,483346,324332,48746,66025,362896
2024-12-17,GOLD,466571,302978,40937,61012,346245
2024-12-24,GOLD,454646,289416,41787,58136,331472
2024-12-31,GOLD,458584,282907,35628,60399,331695
2025-01-07,GOLD,477043,291721,36810,62674,341320
2025-01-14,GOLD,526467,312568,33205,92075,394527
2025-01-21,GOLD,571387,337289,36505,95116,421724
2025-01-28,GOLD,577505,338371,38962,110034,433756
2025-02-04,GOLD,542004,356500,53992,74378,402553
2025-02-11,GOLD,528719,343766,59262,72622,382510
2025-02-18,GOLD,522330,334043,65369,72393,368464
2025-02-25,GOLD,512179,316948,55323,71796,359896
2025-03-04,GOLD,489270,303132,59871,65713,336828
2025-03-11,GOLD,511276,296172,60072,84545,349733
2025-03-18,GOLD,533566,321654,63722,91549,376717
2025-03-25,GOLD,511482,316572,66776,86838,365436
2025-04-01,GOLD,498746,327936,89502,68875,333936
2025-04-08,GOLD,445468,269833,69118,69214,301397
2025-04-15,GOLD,456628,271707,69497,70568,302480
2025-04-22,GOLD,465351,258896,83518,91128,293396
2025-04-29,GOLD,451868,240377,77059,92787,283548
2025-05-06,GOLD,452414,237445,74948,87244,279347
2025-05-13,GOLD,440842,238191,76982,88412,279619
2025-05-20,GOLD,448000,238062,74081,90256,287904
2025-05-27,GOLD,437538,234087,59903,87509,295096
2025-06-03,GOLD,415941,246982,59077,70905,291731
2025-06-10,GOLD,417143,245995,58514,68432,291150
2025-06-17,GOLD,441214,260586,59938,71684,309411
2025-06-24,GOLD,434958,256077,61073,73323,303883
2025-07-01,GOLD,437662,258631,56651,68820,304889
2025-07-08,GOLD,443144,261685,58717,71875,310229
2025-07-15,GOLD,448531,270227,57112,75989,326677
2025-07-22,GOLD,489423,311949,58911,76726,359063
2025-07-29,GOLD,445259,281241,57645,79093,338172
2025-08-05,GOLD,449647,292194,55144,74075,344221
2025-08-12,GOLD,446152,288115,58630,63427,326492
2025-08-19,GOLD,438541,275277,62687,66670,316635
2025-08-26,GOLD,443760,275767,61456,72908,323873
2025-09-02,GOLD,492908,315796,66266,73919,347817
2025-09-09,GOLD,509625,324875,63135,73850,347225
2025-09-16,GOLD,516221,326778,60368,77867,380238
2025-09-23,GOLD,528789,332808,66059,82971,381374
2025-09-30,GOLD,493748,318804,65896,68872,357108
2025-10-07,GOLD,485559,300798,68842,77599,341371
2025-10-14,GOLD,485788,278405,74489,92027,328894
2025-10-21,GOLD,472421,253851,77242,107847,317964
2025-10-28,GOLD,457122,266308,61644,89653,326680
2025-11-04,GOLD,450399,256572,54265,88355,324897
2025-11-10,GOLD,459997,265916,58847,87076,331899
2025-11-18,GOLD,471953,269556,59217,97001,342586
2025-11-25,GOLD,432946,253266,48678,82657,324060
2025-12-02,GOLD,418490,261331,43771,60147,315495
2025-12-09,GOLD,432569,268485,44599,63707,326286
2025-12-16,GOLD,471093,280920,46942,74655,349013
2025-12-23,GOLD,492103,290161,49461,75835,359361
2025-12-30,GOLD,481866,275592,44419,82254,357500
2026-01-06,GOLD,488116,274435,46803,80218,352253
2026-01-13,GOLD,527455,296183,44945,83382,380488
2026-01-20,GOLD,528004,295772,51002,85869,375558
2026-01-27,GOLD,488463,252100,46704,96200,344485
2026-02-03,GOLD,409694,214508,48904,87964,295742
2026-02-10,GOLD,404391,212808,52796,88738,286476
2026-02-17,GOLD,407078,213432,53517,88237,285019
2026-02-24,GOLD,420182,211649,52472,86198,287004
2026-03-03,GOLD,409789,213752,53607,84834,285417
2026-03-10,GOLD,413956,215445,52313,85280,288256
2026-03-17,GOLD,411388,215961,56092,86184,284832
2026-03-24,GOLD,403925,220861,52534,76997,280825
2026-03-31,GOLD,361409,207602,44400,58697,260337
2026-04-07,GOLD,354877,205368,49063,57729,251480
2026-04-14,GOLD,362274,210009,47483,55757,256839
2026-04-21,GOLD,365842,212893,48887,56261,259201
2026-04-28,GOLD,369530,211818,52247,60553,255366
2026-05-05,GOLD,367932,211814,48511,58230,257165
2026-05-12,GOLD,376496,219793,48171,57725,267983
2026-05-19,GOLD,379325,211018,51185,69520,261149
2026-05-26,GOLD,353489,200704,46444,74641,260407
2026-06-02,GOLD,326052,206096,30076,53851,260196
2026-06-09,GOLD,332709,207984,34147,58986,260022
2026-06-16,GOLD,339330,211127,30907,58220,265783
2026-06-23,GOLD,352167,217028,35689,64579,269983
2026-06-30,GOLD,369541,229619,35600,59118,280188
2026-07-07,GOLD,371776,233713,39467,59564,281846
2026-07-14,GOLD,383689,227310,40628,79639,294427
2026-07-21,GOLD,383368,224785,40875,80457,293656
2026-07-28,GOLD,384603,219622,37552,75460,287769
2026-08-04,GOLD,371551,227013,29379,71832,298323
2026-08-11,GOLD,400309,250936,32996,69385,322025
2026-08-18,GOLD,406260,256902,34713,69050,327468
2026-08-25,GOLD,427957,277159,33825,62453,342038
2010-06-15,NQ,121827,11012,13265,83683,85568
2010-06-22,NQ,57845,13228,10903,40019,43034
2010-06-29,NQ,59605,9173,11680,45452,43248
2010-07-06,NQ,72124,9965,15885,52618,50179
2010-07-13,NQ,76300,11722,19242,52671,48496
2010-07-20,NQ,76812,12255,13721,53057,53845
2010-07-27,NQ,78205,12991,14909,54664,56187
2010-08-03,NQ,83508,18264,13702,53678,63307
2010-08-10,NQ,86874,20826,13307,54320,66199
2010-08-17,NQ,86763,16636,14559,59474,64329
2010-08-24,NQ,93392,10558,18892,71671,65437
2010-08-31,NQ,96738,6865,22112,78169,64814
2010-09-07,NQ,94852,8201,21070,75363,64657
2010-09-14,NQ,121873,14079,19434,90705,88656
2010-09-21,NQ,69213,16819,13606,45206,51676
2010-09-28,NQ,82561,30595,15495,43459,63015
2010-10-05,NQ,111443,36090,10627,55811,86573
2010-10-12,NQ,108848,28709,9644,61268,84471
2010-10-19,NQ,109183,25979,8265,62772,85196
2010-10-26,NQ,115614,31065,8932,64520,90617
2010-11-02,NQ,113462,30794,10537,62518,87120
2010-11-09,NQ,114938,27428,10967,69088,90274
2010-11-16,NQ,123529,31808,11049,70902,93589
2010-11-23,NQ,110771,23300,11441,69706,86224
2010-11-30,NQ,107048,22257,10568,66101,81672
2010-12-07,NQ,110065,23284,9870,66676,85624
2010-12-14,NQ,134491,24366,10202,85062,103960
2010-12-21,NQ,66711,24902,7439,36408,56100
2010-12-28,NQ,74063,23053,6810,41366,62760
2011-01-04,NQ,84953,25846,6071,45776,71796
2011-01-11,NQ,84045,24012,7647,47328,67909
2011-01-18,NQ,88962,26546,8300,48304,70505
2011-01-25,NQ,93513,28500,7731,49101,74660
2011-02-01,NQ,89303,27429,7759,47246,71304
2011-02-08,NQ,86607,20628,8772,51154,67150
2011-02-15,NQ,89253,20979,7219,54188,72024
2011-02-22,NQ,94932,25722,9176,57635,76061
2011-03-01,NQ,91733,19461,9738,58933,73790
2011-03-08,NQ,93669,21788,10425,57667,73611
2011-03-15,NQ,112617,13530,11474,80712,85525
2011-03-22,NQ,54965,12647,10676,36678,39346
2011-03-29,NQ,74143,19335,9964,42517,56009
2011-04-05,NQ,90141,25099,9541,48093,69483
2011-04-12,NQ,84480,21385,10051,48102,64785
2011-04-19,NQ,77540,17352,9170,49419,61923
2011-04-26,NQ,91470,25249,9828,52376,72523
2011-05-03,NQ,106635,32380,7708,56539,86844
2011-05-10,NQ,104332,29101,6552,56952,85598
2011-05-17,NQ,93078,22330,5324,56731,79007
2011-05-24,NQ,87582,18991,6423,55325,73284
2011-05-31,NQ,88383,18823,6005,56249,74252
2011-06-07,NQ,85862,14906,7558,55962,66355
2011-06-14,NQ,100551,10802,10035,67437,74783
2011-06-21,NQ,54132,7606,11002,40846,41920
2011-06-28,NQ,53574,7030,9073,40754,40068
2011-07-05,NQ,58531,13274,9510,38514,44564
2011-07-12,NQ,87588,23298,5670,49540,71438
2011-07-19,NQ,91279,23417,7279,53172,74364
2011-07-26,NQ,90825,22269,5621,54104,75145
2011-08-02,NQ,88746,19057,5868,55789,72759
2011-08-09,NQ,81283,13297,4745,57412,68209
2011-08-16,NQ,91215,5855,8310,72517,70556
2011-08-23,NQ,96918,6847,6970,77541,77753
2011-08-30,NQ,101620,5176,7946,83471,80362
2011-09-06,NQ,106003,7544,6750,85295,86456
2011-09-13,NQ,127549,7409,7605,104413,104551
2011-09-20,NQ,61986,10434,5388,45426,52003
2011-09-27,NQ,76827,10649,5791,54270,58999
2011-10-04,NQ,79939,8892,7949,58018,59442
2011-10-11,NQ,75078,8790,5324,54830,58920
2011-10-18,NQ,84996,13366,4189,56427,68245
2011-10-25,NQ,90514,16560,4697,58222,72674
2011-11-01,NQ,98356,16355,3599,62676,78902
2011-11-08,NQ,100620,15002,3971,63088,77970
2011-11-15,NQ,102002,14905,3454,64589,80354
2011-11-22,NQ,94718,10511,7344,63666,69695
2011-11-29,NQ,88202,7592,5659,62295,65712
2011-12-06,NQ,94208,9450,4711,64924,72412
2011-12-13,NQ,114413,12959,3932,78108,88209
2011-12-20,NQ,51165,8987,4465,36435,43760
2011-12-27,NQ,51197,7820,4862,36681,42754
2012-01-03,NQ,52931,9563,4159,36266,45518
2012-01-10,NQ,69158,13404,3692,44845,58546
2012-01-17,NQ,77129,15374,3863,49293,65035
2012-01-24,NQ,91118,22708,3893,52762,76561
2012-01-31,NQ,91933,25453,3938,56757,82774
2012-02-07,NQ,92812,27843,4485,55207,83157
2012-02-14,NQ,106024,30836,5683,63901,93503
2012-02-21,NQ,110676,28308,6180,72297,98257
2012-02-28,NQ,114795,30705,5582,73407,102296
2012-03-06,NQ,115730,31506,6949,72809,101186
2012-03-13,NQ,140207,33952,6324,88916,119961
2012-03-20,NQ,88340,26675,8599,55647,73238
2012-03-27,NQ,87135,25074,8638,55110,70199
2012-04-03,NQ,89424,26629,8003,56551,73196
2012-04-10,NQ,102199,29710,9843,59148,82202
2012-04-17,NQ,101027,30161,6876,59096,86136
2012-04-24,NQ,98447,28231,6792,57388,83710
2012-05-01,NQ,98438,25592,6753,59883,82481
2012-05-08,NQ,104211,18457,10405,70988,82719
2012-05-15,NQ,102304,22490,8543,67352,85004
2012-05-22,NQ,101472,17610,9143,69701,81116
2012-05-29,NQ,98712,14998,9638,71377,79721
2012-06-05,NQ,99322,15452,11714,72674,78905
2012-06-12,NQ,115527,13849,10824,84542,91497
2012-06-19,NQ,65970,15579,4865,44744,58199
2012-06-26,NQ,67857,17118,5394,45719,59377
2012-07-03,NQ,70759,17593,4842,47235,63030
2012-07-10,NQ,69789,14778,5345,48969,61133
2012-07-17,NQ,67892,12765,4318,49037,60851
2012-07-24,NQ,81009,15322,4226,53732,69284
2012-07-31,NQ,73700,20053,4383,48003,66359
2012-08-07,NQ,78551,24996,4628,47469,70009
2012-08-14,NQ,81993,26731,5424,48696,72495
2012-08-21,NQ,101917,30427,6064,58984,88903
2012-08-28,NQ,110549,32843,5145,63628,96613
2012-09-04,NQ,113775,33890,5683,65197,98915
2012-09-11,NQ,115726,32274,4393,66785,101694
2012-09-18,NQ,146791,29756,4152,98773,130117
2012-09-25,NQ,82047,28512,3827,45679,75074
2012-10-02,NQ,82519,26472,5517,48259,73010
2012-10-09,NQ,79758,24405,7864,47989,67889
2012-10-16,NQ,77919,21114,6713,50011,67538
2012-10-23,NQ,74182,17347,7469,49452,63025
2012-10-30,NQ,74253,16782,7171,50446,63719
2012-11-06,NQ,72194,14733,6925,51466,61995
2012-11-13,NQ,72434,12978,8398,53779,60546
2012-11-20,NQ,108038,8747,10629,88642,89540
2012-11-27,NQ,79925,10773,11258,61710,64136
2012-12-04,NQ,103926,12665,8762,80148,88471
2012-12-11,NQ,103354,16910,8270,75224,88201
2012-12-18,NQ,120814,15849,7283,94833,107599
2012-12-24,NQ,58825,14343,6688,37715,49579
2012-12-31,NQ,56261,13050,8180,36702,45101
2013-01-08,NQ,60127,16133,6810,38014,50303
2013-01-15,NQ,61892,15044,6821,40218,51792
2013-01-22,NQ,63166,16105,6475,40635,52887
2013-01-29,NQ,66046,17596,6216,42129,55809
2013-02-05,NQ,67138,18829,5882,42753,56175
2013-02-12,NQ,66913,17203,5734,43689,56815
2013-02-19,NQ,69693,19170,5483,44574,59072
2013-02-26,NQ,66351,16348,7004,43869,54301
2013-03-05,NQ,70816,22177,6612,41885,59488
2013-03-12,NQ,91323,24094,6611,60065,79042
2013-03-19,NQ,68041,23708,4413,38638,60493
2013-03-26,NQ,69667,23215,3973,40646,61933
2013-04-02,NQ,75524,27494,4190,42366,67558
2013-04-09,NQ,70340,21124,3850,42829,61159
2013-04-16,NQ,73712,25009,3364,42837,65589
2013-04-23,NQ,70732,21021,4643,43423,62009
2013-04-30,NQ,78125,29028,2928,42496,69263
2013-05-07,NQ,81815,30329,3872,44271,71579
2013-05-14,NQ,82695,30020,3727,45690,72578
2013-05-21,NQ,83665,28468,2720,47666,74191
2013-05-28,NQ,87214,32016,2242,48252,79268
2013-06-04,NQ,86007,29246,1804,49557,77516
2013-06-11,NQ,77849,21362,2049,49518,69485
2013-06-18,NQ,105066,23633,3818,67842,92506
2013-06-25,NQ,60029,16128,5479,37893,50991
2013-07-02,NQ,61504,16237,5409,40292,53119
2013-07-09,NQ,64004,17921,4463,40048,56407
2013-07-16,NQ,73333,22360,4566,44446,64984
2013-07-23,NQ,79243,27902,4323,44744,70678
2013-07-30,NQ,79783,27853,3843,45578,70848
2013-08-06,NQ,81170,28570,3651,46262,72138
2013-08-13,NQ,83801,29188,3936,47977,75164
2013-08-20,NQ,77539,24996,4551,45875,68442
2013-08-27,NQ,83843,23013,6498,51143,71073
2013-09-03,NQ,80375,23208,6139,47827,68474
2013-09-10,NQ,83562,23439,4664,49853,71891
2013-09-17,NQ,106495,27156,3723,67085,94609
2013-09-24,NQ,78276,26281,2540,45651,72289
2013-10-01,NQ,80374,29387,2121,44665,73891
2013-10-08,NQ,75626,24665,3784,44380,68306
2013-10-15,NQ,73979,23407,2537,44237,68170
2013-10-22,NQ,73457,24966,2760,42393,65947
2013-10-29,NQ,78938,28741,3198,44166,71250
2013-11-05,NQ,84122,30796,2937,47028,76501
2013-11-12,NQ,79457,27868,3644,45511,71700
2013-11-19,NQ,79507,25459,2704,47764,71826
2013-11-26,NQ,82209,28573,3413,47623,73244
2013-12-03,NQ,85816,30124,4075,49516,76271
2013-12-10,NQ,84692,26702,3004,51474,74843
2013-12-17,NQ,103403,28104,2809,67266,94310
2013-12-24,NQ,82705,23032,3054,53658,76175
2013-12-31,NQ,83927,22997,2937,55025,77400
2014-01-07,NQ,86468,24534,5769,55425,77511
2014-01-14,NQ,86236,25241,7396,54401,74982
2014-01-21,NQ,84719,23657,4664,53668,76033
2014-01-28,NQ,85684,24845,6061,52098,76579
2014-02-04,NQ,95510,20753,4019,62722,83179
2014-02-11,NQ,81194,19309,6540,53799,70636
2014-02-18,NQ,87275,24406,7059,54387,75616
2014-02-25,NQ,92114,28924,6125,55044,81665
2014-03-04,NQ,95015,28501,5853,58485,85053
2014-03-11,NQ,93499,24252,5895,60432,82966
2014-03-18,NQ,132014,26370,5675,91407,116261
2014-03-25,NQ,75742,20652,6385,47647,65449
2014-04-01,NQ,73334,21000,6187,43944,63374
2014-04-08,NQ,74360,16414,8107,46314,62274
2014-04-15,NQ,70106,13763,6897,45750,58555
2014-04-22,NQ,65784,12535,7489,41854,52782
2014-04-29,NQ,69784,15112,7689,42191,56680
2014-05-06,NQ,87799,15954,7667,56125,66948
2014-05-13,NQ,93266,17350,9703,58528,69053
2014-05-20,NQ,93497,15324,9986,61002,67826
2014-05-27,NQ,87667,19606,10196,55699,65800
2014-06-03,NQ,90252,20287,10037,55009,68590
2014-06-10,NQ,89152,19180,7863,56719,69449
2014-06-17,NQ,109268,21187,6487,75500,92808
2014-06-24,NQ,68535,17270,6642,43977,55219
2014-07-01,NQ,71784,19089,9200,45276,55702
2014-07-08,NQ,72194,17821,8843,46251,57392
2014-07-15,NQ,71645,18382,8003,46023,57256
2014-07-22,NQ,72587,19990,7266,45601,58942
2014-07-29,NQ,74687,20460,7541,47218,60707
2014-08-05,NQ,72218,20297,7597,44293,58736
2014-08-12,NQ,68866,17670,7623,43945,55315
2014-08-19,NQ,71774,17378,7821,45035,57278
2014-08-26,NQ,72077,19255,8684,43088,56376
2014-09-02,NQ,73483,19958,9135,43672,57409
2014-09-09,NQ,73158,19746,8771,43853,57515
2014-09-16,NQ,111953,23711,10062,73336,90425
2014-09-23,NQ,75568,21305,8597,47334,60706
2014-09-30,NQ,75621,22298,8382,45579,61319
2014-10-07,NQ,75014,22457,8720,45999,61323
2014-10-14,NQ,80222,21694,8844,50357,65855
2014-10-21,NQ,64588,15319,7354,40500,51034
2014-10-28,NQ,65573,15486,5882,40299,53441
2014-11-04,NQ,68057,17260,7508,41881,55440
2014-11-11,NQ,79091,20723,5711,48992,67265
2014-11-18,NQ,84518,21504,6179,52128,70281
2014-11-25,NQ,86984,20591,7249,54716,70258
2014-12-02,NQ,91222,22170,7626,56645,73890
2014-12-09,NQ,91693,21970,6925,56937,75065
2014-12-16,NQ,109225,22199,9275,77899,95065
2014-12-23,NQ,68041,15689,7354,43985,56289
2014-12-30,NQ,66939,16027,7738,42275,54792
2015-01-06,NQ,67205,17639,7964,41681,54647
2015-01-13,NQ,63382,16324,8774,38439,49762
2015-01-20,NQ,61136,14747,9041,36707,47627
2015-01-27,NQ,60303,13378,9446,37411,46759
2015-02-03,NQ,60337,12106,8075,38191,47144
2015-02-10,NQ,62923,14552,8523,38027,49551
2015-02-17,NQ,83967,19382,7829,52026,67166
2015-02-24,NQ,86451,20662,8602,53782,69634
2015-03-03,NQ,87354,22412,8935,54743,72030
2015-03-10,NQ,87826,23160,7555,54277,73426
2015-03-17,NQ,98973,18401,5698,70804,87314
2015-03-24,NQ,66961,17172,5002,42485,57518
2015-03-31,NQ,63967,14946,4485,41212,53979
2015-04-07,NQ,63958,15571,3715,40593,54868
2015-04-14,NQ,66124,17603,3986,41815,57181
2015-04-21,NQ,66710,18774,4743,40801,57065
2015-04-28,NQ,73186,24642,6966,40854,59978
2015-05-05,NQ,68376,19014,5639,41170,54040
2015-05-12,NQ,61877,15752,6499,39450,50167
2015-05-19,NQ,63769,17014,5979,39359,52332
2015-05-26,NQ,63314,16774,6928,39288,50269
2015-06-02,NQ,75510,19200,5681,45268,61927
2015-06-09,NQ,72917,16444,8272,45857,56859
2015-06-16,NQ,87708,15887,7151,58163,69157
2015-06-23,NQ,69325,20195,5255,41982,59246
2015-06-30,NQ,62195,14098,7910,41736,49774
2015-07-07,NQ,59219,12922,7139,39664,47220
2015-07-14,NQ,60800,16438,5460,37788,49989
2015-07-21,NQ,68975,23598,6470,38470,56836
2015-07-28,NQ,72305,24167,6134,40900,61704
2015-08-04,NQ,70634,22066,6270,41335,59506
2015-08-11,NQ,68902,18343,5983,42209,56684
2015-08-18,NQ,70143,20950,6174,41762,58448
2015-08-25,NQ,63216,12715,10429,44181,47127
2015-09-01,NQ,59008,9569,10790,43678,42532
2015-09-08,NQ,59221,9125,10282,44586,42588
2015-09-15,NQ,64703,10479,10603,48533,47798
2015-09-22,NQ,53300,13113,11306,35582,36808
2015-09-29,NQ,52099,11103,10695,35944,36463
2015-10-06,NQ,52137,11684,9777,36142,36828
2015-10-13,NQ,53639,12252,9901,36561,38644
2015-10-20,NQ,57673,15197,9187,37278,43440
2015-10-27,NQ,64871,18064,6701,40851,52230
2015-11-03,NQ,68337,19984,5956,41855,56238
2015-11-10,NQ,72983,22793,6480,42930,61071
2015-11-17,NQ,69955,19525,5752,43304,58826
2015-11-24,NQ,67450,18197,7153,41615,54302
2015-12-01,NQ,69314,18966,7614,42510,55509
2015-12-08,NQ,67445,19111,8312,41104,53639
2015-12-15,NQ,77044,19540,7236,51677,65965
2015-12-22,NQ,61599,16793,7215,38292,50295
2015-12-29,NQ,63214,19138,6954,38002,52140
2016-01-05,NQ,60436,16822,9629,37352,45751
2016-01-12,NQ,60148,17207,10561,36715,44885
2016-01-19,NQ,55449,14497,8681,35307,42156
2016-01-26,NQ,53779,14211,8152,34571,40721
2016-02-02,NQ,54214,14327,9978,35108,38677
2016-02-09,NQ,57062,13290,11366,37855,39682
2016-02-16,NQ,53918,11892,11966,36749,35172
2016-02-23,NQ,52133,11632,11057,35614,34318
2016-03-01,NQ,51617,12650,9870,33246,35084
2016-03-08,NQ,52461,13088,11732,33880,34405
2016-03-15,NQ,55478,10298,11178,39054,37561
2016-03-22,NQ,42279,11788,10196,25139,26278
2016-03-29,NQ,44012,14524,10298,23725,28436
2016-04-05,NQ,43356,14237,8379,23499,29809
