sig_i,entry_i,exit_i,dir,R,conviction,reason,dist,risk_pct,leg
200642,200643,200654,1,1.4793857116604476,1.0,target,5.82120507986474,0.0025,RULE:smc_B
203503,203504,203638,-1,1.4820119037715604,1.0,target,6.671078388510978,0.0025,RULE:smc_B
203978,203979,203989,1,-1.0655757523151284,1.0,stop,7.548521862490361,0.0025,RULE:smc_B
204533,204534,204546,1,1.4904485931714373,1.0,target,12.563594259345336,0.0025,RULE:smc_B
204745,204746,204817,1,1.4953395244190557,1.0,target,25.748445178138358,0.0025,RULE:smc_B
206678,206679,206696,-1,-1.0434520946107009,1.0,stop,11.391855891754858,0.0025,RULE:smc_B
207559,207560,207570,1,1.484558875965017,1.0,target,7.771454961965901,0.0025,RULE:smc_B
210837,210838,210861,1,-1.069430430510657,1.0,stop,7.129438725344244,0.002,RULE:smc_C
212162,212163,212179,-1,-1.1074665513059077,1.0,stop,4.606084348896275,0.002,RULE:smc_C
212163,212164,212179,-1,-1.069550932740726,1.0,stop,7.117086435710007,0.002,RULE:smc_C
213996,213997,214015,-1,-1.108149577591991,1.0,stop,4.576994298280624,0.002,RULE:smc_C
214208,214209,214249,-1,-1.041870035897106,1.0,stop,11.822297005343898,0.002,RULE:smc_C
214624,214625,214707,-1,1.4897018270823763,1.0,target,11.652552443978948,0.002,RULE:smc_C
215190,215191,215224,-1,1.4882833162478055,1.0,target,10.241805833267335,0.002,RULE:smc_C
215566,215567,215597,-1,1.4830350335668534,1.0,target,7.073400379121267,0.002,RULE:smc_C
217187,217188,217188,-1,-1.011108449900698,1.0,stop,44.56067267935305,0.002,RULE:smc_C
217572,217573,217578,-1,-1.0144000643315485,1.0,stop,34.374846431451715,0.002,RULE:smc_C
218272,218273,218274,-1,-1.0160969748367643,1.0,stop,30.751119699177707,0.002,RULE:smc_C
219378,219379,219400,-1,-1.0200481636729677,1.0,stop,24.69054064375223,0.002,RULE:smc_C
221063,221064,221091,1,1.4928248569995572,1.0,target,16.72440535231499,0.002,RULE:smc_C
