sig_i,entry_i,exit_i,dir,R,conviction,reason,dist,risk_pct
165515,165516,165612,-1,-0.12034032699738817,0.5,time,28.003912604235666,0.002
165675,165676,165681,-1,-1.0797653765573312,0.75,stop,17.175371810792058,0.002
165761,165762,165765,-1,1.9287646750292007,0.5,target,8.703547014829383,0.002
166320,166321,166322,1,1.7934244263236079,0.5,target,3.0013229006990514,0.002
166578,166579,166658,-1,-1.0848952078274305,1.0,stop,16.137542213040433,0.002
166732,166733,166739,-1,-1.1507596456975946,0.75,stop,9.087312414809276,0.002
166931,166932,166939,-1,-1.0547632101101743,0.5,stop,25.016794984147054,0.002
166949,166950,166966,-1,-1.0277797275727,0.5,stop,49.316538343102366,0.002
167213,167214,167214,-1,1.9198313961793902,0.5,target,7.733700856102587,0.002
167489,167490,167490,-1,-1.107169786716508,0.75,stop,12.78345363907465,0.002
169784,169785,169793,-1,-1.0375731881227248,0.5,stop,36.46217072464515,0.002
169967,169968,170061,1,1.9770531250800123,0.5,target,27.018929687020318,0.002
170340,170341,170437,-1,-0.8240668318129023,0.75,time,42.945545960325035,0.002
170673,170674,170696,-1,-1.0872936112036136,0.75,stop,15.694161131728833,0.002
170826,170827,170836,-1,1.971710760814485,0.75,target,21.916460740925686,0.002
171262,171263,171263,1,-1.0300196487343183,0.75,stop,45.63677650344471,0.002
172040,172041,172069,-1,-1.083274402589771,0.75,stop,16.451634084352918,0.002
172546,172547,172551,-1,-1.0546313524269983,0.5,stop,25.077175269103464,0.002
172622,172623,172627,-1,1.978260642478078,0.5,target,28.51970208295188,0.002
172785,172786,172791,-1,-1.0556680050871539,0.5,stop,24.610186728536974,0.002
173889,173890,173894,-1,1.9033513066262735,0.5,target,6.414985845722185,0.002
173918,173919,173925,-1,-1.1198085019774995,0.75,stop,11.434914696264968,0.002
174658,174659,174659,-1,-1.0593095388491927,0.5,stop,23.099151107607213,0.002
174745,174746,174752,-1,-1.0218554605031442,0.5,stop,62.68456342079389,0.002
175419,175420,175507,-1,-1.0407116533199228,0.75,stop,33.65129854182487,0.002
