sig_i,entry_i,exit_i,dir,R,conviction,reason,dist,risk_pct
112986,112987,113083,1,-1.0466934232702638,0.75,stop,4.818665761505599,0.002
113039,113040,113075,1,-1.0759512178157407,0.5,stop,2.96242781183264,0.002
113051,113052,113083,-1,-1.116554353720673,0.75,stop,1.9304298193710565,0.002
113160,113161,113161,-1,-1.087489353762084,0.5,stop,2.571741478531976,0.002
113206,113207,113209,-1,-1.0566038477316162,0.5,stop,3.974994793052474,0.002
113218,113219,113292,-1,2.0,1.0,target,5.377863364851237,0.002
113667,113668,113703,1,-1.056165384708502,0.5,stop,4.006026152365166,0.002
113807,113808,113831,1,-1.114548921652838,0.75,stop,1.9642262603031213,0.002
113895,113896,113898,-1,-1.0402525124703703,0.5,stop,5.589713192823183,0.002
114056,114057,114057,1,-1.0774710944684431,0.5,stop,2.9043090399550238,0.002
114611,114612,114613,1,-1.1726750441437361,0.5,stop,1.303025582623377,0.002
114637,114638,114667,1,2.0,0.5,target,3.381127851876954,0.002
114818,114819,114821,1,-1.0940156382112831,0.5,stop,2.3932188759306428,0.002
115043,115044,115086,1,-1.1240117381458754,0.5,stop,1.8143443787171236,0.002
115443,115444,115447,-1,2.0,0.5,target,1.9951986008898075,0.002
115745,115746,115834,1,-1.0436170356401298,0.75,stop,5.158534886605139,0.002
116096,116097,116101,-1,-1.0771056732581596,0.75,stop,2.918073216825178,0.002
116110,116111,116194,-1,-1.0639856814169404,0.75,stop,3.51641171926849,0.002
116147,116148,116194,-1,-1.0574042806324913,0.75,stop,3.9195683234911485,0.002
116213,116214,116259,-1,2.0,1.25,target,4.055875899524381,0.002
116792,116793,116799,1,-1.089263262403281,0.5,stop,2.5206338413152025,0.002
116797,116798,116799,1,-1.1056542795119593,0.5,stop,2.129587187941979,0.002
116864,116865,116869,1,-1.062458415726508,0.5,stop,3.6023968488912033,0.002
117010,117011,117022,1,2.0,0.5,target,3.1540598400486033,0.002
117212,117213,117225,1,-1.0747963657174469,0.5,stop,3.008167547202447,0.002
117231,117232,117239,-1,2.0,1.0,target,3.9056247510679896,0.002
117669,117670,117732,-1,2.0,0.5,target,3.320395552238324,0.002
117722,117723,117727,1,-1.0906650633649462,0.75,stop,2.481661531457121,0.002
117991,117992,117995,1,-1.0832188815418615,0.5,stop,2.7037133380208616,0.002
118201,118202,118288,1,-1.0299157232515563,0.75,stop,7.521128541935013,0.002
118296,118297,118393,-1,0.10828677065044764,0.5,time,12.189854698513045,0.002
118572,118573,118631,1,-1.0540927436363805,0.5,stop,4.1595227913080635,0.002
118945,118946,118948,1,-1.0254416634953802,0.5,stop,8.843761338198874,0.002
120758,120759,120761,1,2.0,0.75,target,6.588066137726173,0.002
120937,120938,120963,1,-1.1255654278276803,0.75,stop,1.791894503865251,0.002
121214,121215,121217,-1,-1.0422553008157447,0.5,stop,5.324775724139954,0.002
121585,121586,121586,1,-1.0757476483556132,0.5,stop,2.970389244872649,0.002
122057,122058,122082,-1,-1.0217536403233367,0.75,stop,10.343096449863424,0.002
122501,122502,122506,-1,2.0,0.5,target,1.842432872996369,0.002
123024,123025,123028,1,2.0,0.75,target,2.3171829691798393,0.002
123034,123035,123046,1,-1.060122123114949,0.5,stop,3.7423828092319127,0.002
123043,123044,123046,1,-1.0608437909672994,0.5,stop,3.697994428401671,0.002
123142,123143,123157,1,-1.038234608690144,0.75,stop,5.88472087744708,0.002
123227,123228,123233,-1,-1.0602925781614174,0.75,stop,3.7318026009359073,0.002
123510,123511,123607,1,1.3632955414666983,0.5,time,5.347336493272223,0.002
123743,123744,123840,-1,0.24401302061199684,0.5,time,6.59800856512561,0.002
124306,124307,124323,-1,2.0,0.5,target,2.2498231757099347,0.002
124713,124714,124810,1,-0.0869026868222734,1.0,time,10.356411670452417,0.002
126097,126098,126143,-1,2.0,0.5,target,5.042462398058433,0.002
126740,126741,126828,1,-1.036619772620261,0.5,stop,6.144221656783884,0.002
126927,126928,126940,1,2.0,0.5,target,2.8444224578568083,0.002
127109,127110,127118,-1,-1.0709424430712378,0.5,stop,3.171585164807084,0.002
127272,127273,127286,-1,-1.1678714253829432,0.75,stop,1.3403114883110447,0.002
127937,127938,127984,1,-1.0322860697878986,0.75,stop,6.968949812660185,0.002
128203,128204,128211,-1,-1.071215069834201,0.5,stop,3.1594436475838847,0.002
128470,128471,128495,1,2.0,0.75,target,3.880058893148089,0.002
128751,128752,128765,-1,2.0,1.25,target,3.8666265463386935,0.002
128955,128956,129022,-1,-1.0382513779649645,0.5,stop,5.882141035703171,0.002
129405,129406,129492,-1,-1.0367633665436995,1.25,stop,6.120222959789544,0.002
129595,129596,129692,1,-0.06761700395920672,1.25,time,9.16929120926352,0.002
129764,129765,129784,-1,2.0,0.5,target,3.4312948822305316,0.002
130293,130294,130298,1,-1.1759313318558098,0.5,stop,1.2789080695661141,0.002
130324,130325,130416,-1,2.0,0.5,target,2.926556142084337,0.002
130504,130505,130519,-1,-1.049391942777098,0.75,stop,4.555398863642949,0.002
130579,130580,130580,1,-1.0991407124165424,0.5,stop,2.2695015449814946,0.002
131932,131933,131955,-1,2.0,0.75,target,2.1287323855472096,0.002
132187,132188,132193,-1,-1.0917251822147693,0.5,stop,2.452979591505027,0.002
133337,133338,133342,-1,-1.0508581722149997,0.5,stop,4.424067759429818,0.002
133349,133350,133435,1,-1.0645170884178483,0.5,stop,3.4874481399824617,0.002
134728,134729,134789,-1,-1.0586772345399766,0.75,stop,3.8345365415375454,0.002
135374,135375,135383,-1,2.0,0.5,target,2.4467130124094183,0.002
135441,135442,135461,1,2.0,0.5,target,5.310776896322523,0.002
135456,135457,135459,-1,-1.0515668912966314,1.0,stop,4.36326476819454,0.002
135554,135555,135560,-1,-1.0556348449195467,0.5,stop,4.044228043149587,0.002
135828,135829,135925,-1,0.9097338795512478,0.5,time,7.078993258091032,0.002
136088,136089,136175,1,-1.0758051852691186,0.75,stop,2.968134688954706,0.002
136385,136386,136482,-1,-0.5548744183370946,0.5,time,3.334087748258753,0.002
136439,136440,136442,1,-1.16056791357586,0.75,stop,1.401276226296659,0.002
136545,136546,136636,1,2.0,1.25,target,3.9881100361310473,0.002
137845,137846,137923,1,2.0,0.75,target,3.9729453339868996,0.002
138935,138936,138938,1,-1.0867097666835965,0.5,stop,2.5948634001165374,0.002
139289,139290,139303,1,2.0,0.5,target,1.6514474291520855,0.002
140236,140237,140333,-1,1.4936692584233962,0.75,time,3.5148343385881162,0.002
140297,140298,140308,1,-1.0793199448577588,1.0,stop,2.836613167134601,0.002
142034,142035,142035,-1,2.0,0.5,target,2.0185051657770146,0.002
142044,142045,142132,1,2.0,0.75,target,5.738835182862658,0.002
142406,142407,142422,-1,2.0,0.5,target,4.404013614107271,0.002
142679,142680,142682,-1,2.0,0.5,target,2.764836321661278,0.002
143043,143044,143052,-1,2.0,0.5,target,2.0235011518038846,0.002
143497,143498,143532,-1,-1.0781752284995454,0.5,stop,2.8781495662813086,0.002
144039,144040,144074,-1,2.0,0.75,target,4.4263517448112,0.002
144296,144297,144297,1,-1.110615077435344,0.5,stop,2.034080752973523,0.002
144428,144429,144621,1,-0.2328065684486716,0.5,time,8.805593474704438,0.002
144556,144557,144567,1,2.0,0.75,target,2.6737962670877096,0.002
144572,144573,144576,1,-1.051651605894833,0.75,stop,4.356108510121203,0.002
145581,145582,145587,-1,-1.0722240902892264,0.75,stop,3.115304036352427,0.002
145601,145602,145607,1,2.0,0.5,target,2.9715231988993764,0.002
147128,147129,147130,1,-1.0628385296255578,0.5,stop,3.58060574206047,0.002
147971,147972,147977,-1,2.0,0.5,target,4.165806862676618,0.002
148347,148348,148348,-1,2.0,0.5,target,2.615155652918247,0.002
148464,148465,148486,1,2.0,0.5,target,2.353126436365301,0.002
149066,149067,149080,-1,-1.1082070298147277,0.5,stop,2.079347343561267,0.002
149163,149164,149169,1,-1.0571724502155795,0.5,stop,3.9354619078158066,0.002
149359,149360,149360,-1,2.0,0.5,target,2.614529624199349,0.002
149812,149813,149825,-1,-1.0424795823107136,0.5,stop,5.296662249505289,0.002
150010,150011,150011,1,-1.1813658318112699,0.5,stop,1.240586486180291,0.002
150189,150190,150382,-1,0.23455091091376928,0.5,time,7.4184320718325125,0.002
150352,150353,150353,-1,-1.0679501964584435,0.75,stop,3.3112487045937087,0.002
150655,150656,150742,1,-1.0339752993762505,0.75,stop,6.6224582014187945,0.002
151296,151297,151301,1,-1.0387240792826165,0.5,stop,5.810338274483229,0.002
151381,151382,151393,1,-1.0430355372447333,0.75,stop,5.228237275635365,0.002
152039,152040,152063,1,-1.029116606764698,1.25,stop,7.7275488115155895,0.002
152140,152141,152172,-1,-1.059360092553867,0.5,stop,3.790425356829246,0.002
153393,153394,153396,1,-1.0675304657642868,0.5,stop,3.3318295298786325,0.002
153673,153674,153689,-1,-1.0539830379432626,0.5,stop,4.167975878578545,0.002
155504,155505,155510,1,2.0,0.75,target,4.265328382658026,0.002
155871,155872,155961,-1,2.0,0.5,target,6.824253882156427,0.002
156250,156251,156266,-1,-1.040584099131177,0.5,stop,5.5440432291636625,0.002
156269,156270,156462,1,0.12209005535402809,0.5,time,8.108768540807887,0.002
156393,156394,156401,-1,-1.1174500319126437,0.5,stop,1.915708291737701,0.002
157705,157706,157801,-1,-1.067419926759772,0.75,stop,3.337292263778636,0.002
157961,157962,157984,-1,-1.0560279909818087,0.5,stop,4.015849864632173,0.002
158088,158089,158091,1,-1.0246789763213522,0.75,stop,9.117071837588355,0.002
158152,158153,158175,-1,-1.0946537070724793,1.0,stop,2.377085979607955,0.002
158797,158798,158810,1,-1.1170288592497566,1.0,stop,1.9226026934068159,0.002
158912,158913,158988,-1,-1.0521648296232344,0.5,stop,4.3132509321892485,0.002
159130,159131,159151,1,-1.0926832707819423,0.5,stop,2.427622569873165,0.002
159978,159979,159984,-1,2.0,0.75,target,1.3760427830518438,0.002
159990,159991,159992,-1,2.0,0.75,target,2.345657566227146,0.002
161290,161291,161444,-1,2.0,1.0,target,7.112717231332454,0.002
161907,161908,161915,1,-1.0927592687240297,0.5,stop,2.4256336115511203,0.002
162279,162280,162295,-1,-1.0695034020905505,0.75,stop,3.2372516054217613,0.002
162758,162759,162760,1,-1.0585151884295476,1.0,stop,3.845155523523772,0.002
163471,163472,163472,1,-1.2260334827841477,0.75,stop,0.9954277447238837,0.002
163769,163770,163770,-1,-1.0610377204289174,0.5,stop,3.686245135283798,0.002
165152,165153,165191,1,-1.0570759766504432,0.75,stop,3.9421138840584717,0.002
165166,165167,165185,1,-1.1137178070783302,0.75,stop,1.9785819457890739,0.002
165391,165392,165397,-1,-1.0422402907448425,0.75,stop,5.326667881124422,0.002
165500,165501,165669,-1,-1.0522957113160978,0.5,stop,4.302456058775306,0.002
167236,167237,167242,-1,-1.0384578001735194,0.75,stop,5.850568648875424,0.002
167507,167508,167508,1,-1.0882886490544312,0.5,stop,2.5484589741677155,0.002
167795,167796,167801,-1,-1.0498369369322997,1.25,stop,4.514723693905125,0.002
170016,170017,170068,1,-1.0561607634476906,1.0,stop,4.006355793390867,0.002
170070,170071,170074,-1,-1.0362422639193842,0.5,stop,6.208221442799186,0.002
171234,171235,171236,1,-1.1000113182984548,0.75,stop,2.2497453671039693,0.002
171801,171802,171824,1,-1.0918281970617039,1.0,stop,2.4502277862291066,0.002
172075,172076,172263,1,2.0,0.5,target,3.35146228278154,0.002
172566,172567,172570,1,-1.0453411909135493,0.5,stop,4.962375170711994,0.002
172734,172735,172743,1,-1.0550210048211415,1.25,stop,4.0893473452788385,0.002
173258,173259,173259,1,-1.192043828532716,0.75,stop,1.1716075529163845,0.002
173300,173301,173313,-1,-1.0915345982570577,0.5,stop,2.458086934167113,0.002
174210,174211,174279,-1,-1.071419941874059,0.5,stop,3.1503806093355706,0.002
174655,174656,174780,-1,-1.0646232905824558,0.75,stop,3.481716854279057,0.002
174847,174848,174850,1,-1.107763362053253,0.75,stop,2.087908132345774,0.002
175299,175300,175303,1,-1.121572467324908,0.5,stop,1.8507479937754852,0.002
175575,175576,175646,1,2.0,0.5,target,3.78760325609187,0.002
176198,176199,176217,-1,-1.0911925678958014,0.5,stop,2.467306329798703,0.002
176946,176947,176965,-1,-1.0573255485300794,0.5,stop,3.9249515402691486,0.002
177299,177300,177301,1,-1.311630055291217,0.5,stop,0.7220099479482087,0.002
177371,177372,177394,-1,2.0,0.75,target,2.91614486947924,0.002
177587,177588,177658,-1,2.0,0.75,target,2.7216017702094177,0.002
177790,177791,177793,1,-1.040374963622389,0.5,stop,5.572760438975138,0.002
179161,179162,179170,-1,-1.074083667075722,0.75,stop,3.037106677912334,0.002
