ts,ret
2010-03-15,0.0046791625503687885
2010-03-16,-0.0015132501104903686
2010-03-17,0.0023218325419335733
2010-03-18,-0.0034954025821322125
2010-03-19,-0.000836234802181069
2010-03-21,0.0011904667248041814
2010-03-22,0.001315134478870126
2010-03-23,-0.0022758484387157265
2010-03-24,-0.016212505805867243
2010-03-25,-0.00750537250084927
2010-03-26,-0.00023371102262345484
2010-03-28,-0.001752628619679411
2010-03-29,0.0038464378177552015
2010-03-30,-0.010935689358260081
2010-03-31,-0.0016209408390030205
2010-04-01,-0.0041745777292744295
2010-04-02,-0.010977701771229406
2010-04-04,0.002686147352431993
2010-04-05,0.002571729928749235
2010-04-06,-2.4961654356814575e-07
2010-04-07,0.011233424899341964
2010-04-08,-0.0024187473483122455
2010-04-09,0.003705014623116733
2010-04-11,-4.837575222044193e-07
2010-04-12,0.005379282729102632
2010-04-13,-0.006321070710882292
2010-04-14,-0.00320101547328698
2010-04-15,0.01128587729211874
2010-04-16,0.006007514172981726
2010-04-18,0.0010742686259241874
2010-04-19,-0.007255313982906633
2010-04-20,-0.007018165163045567
2010-04-21,0.00536698821013174
2010-04-22,-0.00940384079566758
2010-04-23,-0.006281909653336185
2010-04-25,-0.004067780949877178
2010-04-26,0.006195350668953857
2010-04-27,0.007186535436662215
2010-04-28,-0.009304608334209952
2010-04-29,-0.0014918983751865387
2010-04-30,0.0030307011893041555
2010-05-02,-0.0006342194024634984
2010-05-03,-0.012805761347580656
2010-05-04,0.0018449813851424191
2010-05-05,0.01081653968232497
2010-05-06,0.01819906997447069
2010-05-07,0.01034049442853803
2010-05-09,-0.011906136730046781
2010-05-10,-0.0037917726781348006
2010-05-11,0.0027395931070651634
2010-05-12,-0.005566274950802662
2010-05-13,0.004605694797037174
2010-05-14,0.0037355269577062423
2010-05-16,0.00529516763347151
2010-05-17,-0.00445385993684542
2010-05-18,0.0058848715034369985
2010-05-19,0.0011949242518072623
2010-05-20,0.01887216064257835
2010-05-21,0.0029443338863191872
2010-05-23,-0.0027407727465142157
2010-05-24,0.0012508105383072503
2010-05-25,-0.0005736072319139268
2010-05-26,0.0021739413621647036
2010-05-27,-0.013417301695194108
2010-05-28,0.0007560008216063372
2010-05-30,-0.004158964996824816
2010-05-31,0.0036934817383426077
2010-06-01,-0.0055474485866591
2010-06-02,-0.006456074134634013
2010-06-03,-0.005102284461002822
2010-06-04,0.008414823382555153
2010-06-06,0.008136807820176414
2010-06-07,-0.005588265445718867
2010-06-08,0.0035757894119871785
2010-06-09,0.0019927127527735156
2010-06-10,-0.0033377252746293407
2010-06-11,-0.0019982707320261588
2010-06-13,-0.002830937252080114
2010-06-14,0.005401109056475269
2010-06-15,-0.0007895965523923104
2010-06-16,0.0023624241426784495
2010-06-17,0.004589163928098757
2010-06-18,0.0019560020593355006
2010-06-20,-0.00023124004988253077
2010-06-21,-0.0028854721266039535
2010-06-22,0.005072724522762043
2010-06-23,0.007203594173582961
2010-06-24,0.003832752256120402
2010-06-25,0.004144030410615792
2010-06-27,-0.0020271467188572793
2010-06-28,0.00356432089813881
2010-06-29,0.00660821267100004
2010-06-30,0.004365790601181582
2010-07-01,0.00182773770558828
2010-07-02,0.003725412061753687
2010-07-04,-0.0017653825501216937
2010-07-05,0.004161379124197142
2010-07-06,0.0008877180284919275
2010-07-07,-0.011254892347793765
2010-07-08,-0.0026324063183836787
2010-07-09,-0.0004992477911781629
2010-07-11,-0.005733755298902438
2010-07-12,0.005158365563805755
2010-07-13,-0.0028171608124360104
2010-07-14,0.007862886850861438
2010-07-15,0.013639704939371377
2010-07-16,0.008262890031058095
2010-07-18,-0.001087984633550806
2010-07-19,-0.004679789722055093
2010-07-20,-0.0037998613668614183
2010-07-21,0.010330961199286743
2010-07-22,-0.004486972717835527
2010-07-23,-0.007788417071883994
2010-07-25,-0.0031349317750456827
2010-07-26,0.00937266988958361
2010-07-27,-0.011147706094884214
2010-07-28,0.007869417135934052
2010-07-29,0.011119683292543887
2010-07-30,-0.002251235732583955
2010-08-01,-0.0015315877866093279
2010-08-02,0.003204465646410255
2010-08-03,0.0118633870808422
2010-08-04,-0.00853804517446149
2010-08-05,0.0026760715404347338
2010-08-06,0.0059579490863437565
2010-08-08,0.0008523651553297456
2010-08-09,-0.006038401344514951
2010-08-10,0.00793223083958065
2010-08-11,0.004440909362179097
2010-08-12,-0.016554504241867246
2010-08-13,-0.000840421946782026
2010-08-15,0.005266981755333428
2010-08-16,0.007186230695682636
2010-08-17,-0.0011446105611880681
2010-08-18,-0.005566233150360835
2010-08-19,0.004217585041479533
2010-08-20,-0.001560899092377684
2010-08-22,0.0034016727490723234
2010-08-23,0.003994690162132551
2010-08-24,0.008622295717000005
2010-08-25,-0.004162036096068338
2010-08-26,0.005960666492864862
2010-08-27,-0.012968834811165727
2010-08-29,-0.008938153014457903
2010-08-30,0.019838463764887636
2010-08-31,-0.0017750218974102682
2010-09-01,0.0042571006666991444
2010-09-02,-0.0020253505688150146
2010-09-03,0.0005045818678329167
