ts,ret
2010-10-25,0.0035273572626918714
2010-10-26,-0.002011995279507853
2010-10-27,-0.001850722209478146
2010-10-28,0.006286384164967369
2010-10-29,0.0036788445840892988
2010-10-31,-0.002530756412363223
2010-11-01,0.0013032036303967877
2010-11-02,-0.0028047553888220183
2010-11-03,-0.003696288055772467
2010-11-04,0.0061840809550386434
2010-11-05,0.0023180484142712975
2010-11-07,0.0014495751487388724
2010-11-08,0.0073588950863151285
2010-11-09,-0.004584005601326556
2010-11-10,-0.0016786284667395757
2010-11-11,-0.00011717120826030003
2010-11-12,-0.005993724111524404
2010-11-14,-0.0007361932911158345
2010-11-15,-0.0014805566349079691
2010-11-16,-0.0038161314689932474
2010-11-17,0.0007650021657742683
2010-11-18,-0.0008596349903684862
2010-11-19,-0.001741307997033512
2010-11-21,0.00023363744317826817
2010-11-22,0.0038196808209768848
2010-11-23,0.007670761208166628
2010-11-24,-0.0007827537704629095
2010-11-25,-0.0010607334268653648
2010-11-26,-0.002086626720862142
2010-11-28,0.0001427273971618289
2010-11-29,0.0035883967033284617
2010-11-30,0.009536707334674488
2010-12-01,-0.005366400799860382
2010-12-02,6.613782408862456e-05
2010-12-03,0.005941189051798419
2010-12-05,-0.001203599635951512
2010-12-06,0.004456963657444649
2010-12-07,-0.009957250798295096
2010-12-08,-0.00201793403454965
2010-12-09,0.0019687179748842667
2010-12-10,-0.0015050055883935804
2010-12-12,0.00028246655275386426
2010-12-13,0.0010545531669293679
2010-12-14,-0.0018379376825284535
2010-12-15,-0.001506228782382062
2010-12-16,-0.0008498155466191631
2010-12-17,0.0017136239086990794
2010-12-19,0.0025850623847801847
2010-12-20,0.001577022159043341
2010-12-21,0.0005877778822166517
2010-12-22,0.003047123937814524
2010-12-23,-0.00020030440487407188
2010-12-24,0.0009504512340924879
2010-12-26,-0.00034966668490943694
2010-12-27,0.000514093048156394
2010-12-28,0.0061741293092147
2010-12-29,0.003045550723012672
2010-12-30,-0.002263428764255413
2010-12-31,0.0016138134680947068
2011-01-02,0.0009143112584989239
2011-01-03,-0.005780748616706897
2011-01-04,-0.003072993809704938
2011-01-05,-0.004878979859699575
2011-01-06,0.0017269134483483526
2011-01-07,0.0030646267650964753
2011-01-09,0.0011041105823997447
2011-01-10,-8.04607219084074e-06
2011-01-11,-5.338878167186503e-05
2011-01-12,-0.0018801744182920198
2011-01-13,-0.0049776100683025445
2011-01-14,-0.0035300443884947884
2011-01-16,0.0012622325900953932
2011-01-17,0.002459436334264454
2011-01-18,0.0002863037009178601
2011-01-19,-0.00021768938239590053
2011-01-20,-0.009383343996496455
2011-01-21,-0.0018259070611742862
2011-01-23,0.000379245847524312
2011-01-24,-0.0004738660809757367
2011-01-25,0.002474808368141641
2011-01-26,0.0018297479364311894
2011-01-27,-0.009195090479540915
2011-01-28,0.005347661709136513
2011-01-30,-0.0006573826439727537
2011-01-31,-0.0010199096330499701
2011-02-01,0.005084729008056693
2011-02-02,-0.0033766546185905826
2011-02-03,8.873811804539456e-05
2011-02-04,-0.004501081339211039
2011-02-06,0.00010602800955444265
2011-02-07,0.0006771904373332072
2011-02-08,0.0017506355074815942
2011-02-09,0.0011921270153981067
2011-02-10,-0.007017560245765376
2011-02-11,-0.0016855653898715307
2011-02-13,0.0005507024784437962
2011-02-14,-0.00011567084525165355
2011-02-15,0.0006914590765389374
2011-02-16,0.0031124258070406564
2011-02-17,0.00343816240535855
2011-02-18,0.003774586625586039
2011-02-20,0.0008338639788056564
2011-02-21,-0.0016697072410694848
2011-02-22,0.0057720120602452836
2011-02-23,0.007087531732671401
2011-02-24,0.0010845475819941921
2011-02-25,0.0006024630220826541
2011-02-27,0.0007082121996207766
2011-02-28,-0.0014461469059612088
2011-03-01,0.0032531581719368254
2011-03-02,0.004233091384065067
2011-03-03,-0.003374478574446829
2011-03-04,0.003268150951884397
2011-03-06,0.0010750766808683943
2011-03-07,-0.0005448198264525849
2011-03-08,-0.006824557734575788
2011-03-09,0.00021722435504266315
2011-03-10,-0.0038418700163436654
2011-03-11,0.007656693577538911
2011-03-13,-0.0007069148416788384
2011-03-14,0.00358951377633719
2011-03-15,0.0003254405451659145
2011-03-16,0.005985606614320005
2011-03-17,-0.0043584151648300455
2011-03-18,0.00881827355752799
2011-03-20,0.0004734273011106349
2011-03-21,0.0017802303634967317
2011-03-22,-0.0018495624922334902
2011-03-23,-0.0010611630967905727
2011-03-24,0.001590497500799805
2011-03-25,-0.004501686824324905
2011-03-27,-0.0024901065986641974
2011-03-28,-0.0018111186817219157
2011-03-29,-0.00408311615162502
2011-03-30,0.0037890340247070174
2011-03-31,-0.0018966310088401248
2011-04-01,0.000579036741966824
2011-04-03,-0.00043138268998385294
2011-04-04,4.0372800954519755e-05
2011-04-05,0.0015688323156361373
2011-04-06,0.0019630181682471675
2011-04-07,0.003949750375525827
2011-04-08,0.007722201894545734
2011-04-10,-0.000986517133999835
2011-04-11,-0.002901928325482599
2011-04-12,0.0018758862208320415
2011-04-13,0.0013645385675210093
2011-04-14,0.004395325936684164
2011-04-15,0.003182947468093168
2011-04-17,-0.0010496580365293832
2011-04-18,-0.0030258486282823175
2011-04-19,0.005937666401260273
2011-04-20,0.009938386263252096
2011-04-21,0.0004221016465323308
2011-04-22,0.0005621624585706591
2011-04-24,-0.0006213432842159532
2011-04-25,-0.002170047346972303
2011-04-26,0.007332558237785686
2011-04-27,0.010238450485414443
2011-04-28,0.000567351501670612
2011-04-29,0.007364767027172627
2011-05-01,-0.006187879066681984
2011-05-02,0.002261588724758579
2011-05-03,-0.001825321964819301
2011-05-04,-9.984962451296357e-05
2011-05-05,-0.013288006671272001
2011-05-06,-0.005706929315040139
2011-05-08,0.002539028461900743
2011-05-09,0.001830807772394737
2011-05-10,0.0016979260972445351
2011-05-11,-0.007988836540612327
2011-05-12,-0.00048182434867228077
2011-05-13,-0.0030794564582028697
2011-05-15,-0.0019189751450374509
2011-05-16,0.0007936795258988118
2011-05-17,0.0021092355994485478
2011-05-18,0.001000821887415501
2011-05-19,-0.0004932799372207832
2011-05-20,-0.0004165732780873163
2011-05-22,-0.0032623148629153938
2011-05-23,0.0006460198559116169
2011-05-24,0.0017678995786875086
2011-05-25,0.0032845649995477447
2011-05-26,0.003484178057043335
2011-05-27,0.006695258919810047
2011-05-29,-0.0008804566967798457
2011-05-30,-0.00021040752910684297
2011-05-31,-0.0006649890036639336
2011-06-01,0.0016570752968999975
2011-06-02,0.0035616078942864557
2011-06-03,0.007718095410294022
2011-06-05,0.0006910538273098145
2011-06-06,-0.0010170734641565319
2011-06-07,0.0024387083448749705
2011-06-08,-0.0030653296992696985
2011-06-09,-0.00030980025582676135
2011-06-10,-0.007832982490144346
2011-06-12,-0.0010187468712406613
2011-06-13,0.0014351655222282378
2011-06-14,-0.0008379804086902975
2011-06-15,-0.008076390675533994
2011-06-16,0.0018038579335848542
2011-06-17,0.009359177862178906
2011-06-19,-0.001583846237404973
2011-06-20,0.0015115256903937455
2011-06-21,0.001489877237613324
2011-06-22,-0.0032933343703558863
2011-06-23,-0.005861667479330664
2011-06-24,-0.005029900969965798
2011-06-26,-0.00335624051932319
2011-06-27,0.0025875514283568253
2011-06-28,0.00038010187694828356
2011-06-29,0.008827250145127759
2011-06-30,-0.0044062500482891535
2011-07-01,-0.0028001899175272467
2011-07-03,0.0020400550758730204
2011-07-04,-0.0021684265857355883
2011-07-05,0.003722933393619168
2011-07-06,0.0008050334899066663
2011-07-07,-0.0025944816612865668
2011-07-08,0.0055388651465537115
2011-07-10,-0.002249395222513051
2011-07-11,-4.3520472471649203e-05
2011-07-12,0.009494629947352765
2011-07-13,0.01433322679154674
2011-07-14,-0.0048939872416174455
2011-07-15,0.001925105146489751
2011-07-17,-0.0009629065311387592
2011-07-18,0.002238114061543917
2011-07-19,-0.0019006742697975749
2011-07-20,0.007074342778940733
2011-07-21,0.0014675210855184199
2011-07-22,0.002246874285934881
2011-07-24,0.004384850358486175
2011-07-25,0.0037516216889958314
2011-07-26,0.004075753206962805
2011-07-27,-0.0036666165808099953
2011-07-28,0.0008295870914723806
2011-07-29,0.009340178202658514
2011-07-31,-0.008970678194411814
2011-08-01,0.0004532573047922512
2011-08-02,0.006381422681708766
2011-08-03,-0.005964969055960203
2011-08-04,-0.005016641086713627
2011-08-05,0.007172075260784031
2011-08-07,0.008484189184771602
2011-08-08,0.012448487583985826
2011-08-09,0.005664096389853196
2011-08-10,0.002774094426939359
2011-08-11,-0.005157911998486638
2011-08-12,-0.00020586035725220943
2011-08-14,0.0005157694281465316
2011-08-15,0.005285114462913597
2011-08-16,0.0029500975041917483
2011-08-17,0.001557402684486486
2011-08-18,0.005820206825990546
2011-08-19,0.002620062646880297
2011-08-21,-0.00021442909471888226
2011-08-22,0.004266701216407204
2011-08-23,-0.004394136182250008
2011-08-24,-0.0134910297642456
2011-08-25,-0.0001979655845413267
2011-08-26,0.011298200356168618
2011-08-28,-0.001030501615159173
2011-08-29,-0.0023548110441024162
2011-08-30,0.0028441443728898356
2011-08-31,-0.004003131752305535
2011-09-01,-0.001803816560218238
2011-09-02,0.003911972256667612
2011-09-04,-0.0006399218062599005
2011-09-05,-0.0006459035746238126
2011-09-06,-0.006780580723956108
2011-09-07,-0.0013059924666986896
2011-09-08,-0.0006081026288980865
2011-09-09,-0.0049409149818234535
2011-09-11,0.00035857349083493986
2011-09-12,0.000805284824381771
2011-09-13,0.00024503740812576905
2011-09-14,0.00013050176366035526
2011-09-15,-0.0017300542796603203
2011-09-16,0.0005550329347324674
2011-09-18,-0.0019720501289984533
2011-09-19,-0.0008239327353476818
2011-09-20,0.0030585448768072495
2011-09-21,-0.006841106070339921
2011-09-22,0.0021275760424728273
2011-09-23,-0.003304727530971055
2011-09-25,-0.0003979910405103962
2011-09-26,-0.000501090263801271
2011-09-27,-0.0020234228585205316
2011-09-28,0.0007217142469640543
2011-09-29,-0.0026097758426803577
2011-09-30,0.001956187236046908
2011-10-02,0.0006705536409423432
2011-10-03,0.0037029044703289628
2011-10-04,-0.003916461232029687
2011-10-05,-0.0035353622314492537
2011-10-06,-0.0021855119671307243
2011-10-07,-0.0010496759801667196
2011-10-09,0.00019970504321547279
2011-10-10,0.0015934724176763667
2011-10-11,9.413924570567406e-05
2011-10-12,0.0002332356376848115
2011-10-13,0.001178719244823634
2011-10-14,-0.0016949280188403048
2011-10-16,-0.0004561423272563134
2011-10-17,0.0019857057051087916
2011-10-18,-0.0018285214823130964
2011-10-19,0.00022374716369186594
2011-10-20,-0.00028321852825330754
2011-10-21,0.0020984565273549785
2011-10-23,-0.000736315331941769
2011-10-24,6.285062792243908e-05
2011-10-25,0.0020470424296088565
2011-10-26,-0.001346128094195433
2011-10-27,0.0018753892147317969
2011-10-28,0.00014368188903055829
2011-10-30,-0.015742865360089738
2011-10-31,-0.000619970786684925
2011-11-01,0.0001660365588234933
2011-11-02,0.00024636920425954073
2011-11-03,0.0025449401094597562
2011-11-04,-0.00028919647956618513
2011-11-06,0.00043825901040468756
2011-11-07,0.0019357081829269051
2011-11-08,0.0017696410520831461
2011-11-09,-0.000938417086129005
2011-11-10,0.00017484579256209123
2011-11-11,0.0013957787523300401
2011-11-13,6.296001897154004e-06
2011-11-14,-0.001127407461564769
2011-11-15,0.0023110822072901554
2011-11-16,0.0017030251552219383
2011-11-17,-0.0019069253046744184
2011-11-18,-0.0005424126846318948
2011-11-20,0.0008181123284353627
2011-11-21,0.00046674363690226003
2011-11-22,0.004377720410849682
2011-11-23,0.0012281834091936491
2011-11-24,0.0012232875576234001
2011-11-25,0.0005106052142507603
2011-11-27,-0.002770146535032919
2011-11-28,-0.005346138238161338
2011-11-29,0.001974532716837265
2011-11-30,-0.00818711512552284
2011-12-01,-0.0004326893802094581
2011-12-02,0.0011206927601328386
2011-12-04,-0.0010488236874244192
2011-12-05,-0.00040017877235914057
